payment_id,natural_recovery_probability,retry_success_probability,nudge_success_probability,escalation_success_probability,net_value_wait,net_value_retry,net_value_nudge,net_value_escalate,incremental_value_retry,incremental_value_nudge,incremental_value_escalate,best_action
pay_005077_a4,0.1541,0.2374,0.2335,0.2985,123.09,184.7,171.58,-11.46,61.61,48.49,-134.56,RETRY
pay_005078_a1,0.0836,0.487,0.1666,0.01,66.76,384.08,118.14,-242.01,317.32,51.39,-308.77,RETRY
pay_005079_a1,0.0556,0.5083,0.1243,0.01,44.39,401.14,84.3,-242.01,356.76,39.91,-286.4,RETRY
pay_005080_a2,0.0274,0.4585,0.1205,0.01,21.86,361.37,81.29,-242.01,339.51,59.43,-263.87,RETRY
pay_005081_a3,0.01,0.4521,0.0737,0.01,7.99,356.19,43.9,-242.01,348.2,35.91,-250.0,RETRY
pay_005082_a4,0.01,0.3415,0.01,0.01,7.99,267.87,-7.01,-242.01,259.88,-15.0,-250.0,RETRY
pay_005083_a1,0.0707,0.5221,0.1049,0.01,56.51,412.16,68.83,-242.01,355.65,12.32,-298.52,RETRY
pay_005084_a2,0.0255,0.4873,0.1031,0.01,20.4,384.34,67.36,-242.01,363.94,46.96,-262.41,RETRY
pay_005085_a1,0.0633,0.4885,0.1338,0.01,50.6,385.33,91.92,-242.01,334.73,41.31,-292.61,RETRY
pay_005086_a1,0.0694,0.5146,0.1371,0.01,55.45,406.17,94.54,-242.01,350.72,39.09,-297.46,RETRY
pay_005087_a2,0.0337,0.4881,0.1137,0.01,26.92,384.97,75.81,-242.01,358.05,48.89,-268.93,RETRY
pay_005088_a1,0.3083,0.4239,0.3009,0.3623,3082.33,4233.72,2993.82,3372.37,1151.39,-88.51,290.04,RETRY
pay_005089_a2,0.2572,0.3414,0.2597,0.3413,2572.07,3409.03,2581.39,3162.68,836.97,9.32,590.61,RETRY
pay_005090_a1,0.0947,0.2028,0.0919,0.1678,947.39,2022.52,904.27,1427.41,1075.12,-43.12,480.02,RETRY
pay_005091_a1,0.01,0.1294,0.0189,0.0508,99.99,1288.69,174.09,258.03,1188.7,74.1,158.04,RETRY
pay_005092_a2,0.01,0.0704,0.01,0.01,99.99,699.37,84.99,-150.01,599.38,-15.0,-250.0,RETRY
pay_005093_a3,0.01,0.0451,0.01,0.01,99.99,445.68,84.99,-150.01,345.69,-15.0,-250.0,RETRY
pay_005094_a4,0.01,0.01,0.01,0.01,99.99,94.99,84.99,-150.01,-5.0,-15.0,-250.0,WAIT
pay_005095_a1,0.0439,0.1395,0.0604,0.1398,438.61,1389.92,588.91,1148.14,951.3,150.29,709.53,RETRY
pay_005096_a1,0.0518,0.1607,0.0712,0.1191,517.74,1601.89,696.79,940.98,1084.15,179.05,423.24,RETRY
pay_005097_a2,0.01,0.075,0.01,0.0376,99.99,744.89,84.99,125.78,644.9,-15.0,25.79,RETRY
pay_005098_a3,0.01,0.0496,0.0226,0.0244,99.99,491.4,210.62,-5.91,391.41,110.63,-105.9,RETRY
pay_005099_a1,0.01,0.013,0.01,0.01,99.99,125.4,84.99,-150.01,25.41,-15.0,-250.0,RETRY
pay_005100_a2,0.01,0.01,0.01,0.01,99.99,94.99,84.99,-150.01,-5.0,-15.0,-250.0,WAIT
pay_005101_a3,0.01,0.01,0.01,0.01,99.99,94.99,84.99,-150.01,-5.0,-15.0,-250.0,WAIT
pay_005102_a4,0.01,0.01,0.01,0.01,99.99,94.99,84.99,-150.01,-5.0,-15.0,-250.0,WAIT
pay_005103_a1,0.9108,0.9822,0.9208,0.9111,454.47,485.1,444.49,204.63,30.63,-9.98,-249.85,RETRY
pay_005104_a1,0.01,0.0273,0.01,0.01,4.99,8.61,-10.01,-245.01,3.62,-15.0,-250.0,RETRY
pay_005105_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005106_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005107_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005108_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005109_a1,0.01,0.0815,0.01,0.01,4.99,35.69,-10.01,-245.01,30.7,-15.0,-250.0,RETRY
pay_005110_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005111_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005112_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005113_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005114_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005115_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005116_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005117_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005118_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005119_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005120_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005121_a1,0.0484,0.1771,0.3611,0.0211,24.18,83.37,165.18,-239.49,59.19,141.01,-263.66,NUDGE
pay_005122_a1,0.109,0.2566,0.4666,0.1234,54.37,123.05,217.85,-188.45,68.68,163.48,-242.82,NUDGE
pay_005123_a1,0.0562,0.1983,0.3922,0.0376,28.03,93.97,180.7,-231.24,65.94,152.67,-259.27,NUDGE
pay_005124_a2,0.01,0.1634,0.3522,0.01,4.99,76.55,160.74,-245.01,71.56,155.75,-250.0,NUDGE
pay_005125_a3,0.01,0.0842,0.2371,0.01,4.99,37.0,103.3,-245.01,32.01,98.31,-250.0,NUDGE
pay_005126_a1,0.2335,0.3569,0.5763,0.188,116.54,173.08,272.57,-156.21,56.54,156.04,-272.75,NUDGE
pay_005127_a1,0.1788,0.2993,0.5262,0.2026,89.23,144.35,247.57,-148.89,55.12,158.34,-238.12,NUDGE
pay_005128_a1,0.0134,0.1409,0.3758,0.01,6.69,65.3,172.54,-245.01,58.61,165.85,-251.7,NUDGE
pay_005129_a1,0.01,0.0954,0.2954,0.01,4.99,42.59,132.41,-245.01,37.6,127.42,-250.0,NUDGE
pay_005130_a2,0.01,0.0611,0.2661,0.01,4.99,25.49,117.78,-245.01,20.5,112.79,-250.0,NUDGE
pay_005131_a3,0.01,0.01,0.1933,0.01,4.99,-0.01,81.47,-245.01,-5.0,76.48,-250.0,NUDGE
pay_005132_a4,0.01,0.01,0.0993,0.01,4.99,-0.01,34.53,-245.01,-5.0,29.54,-250.0,NUDGE
pay_005133_a1,0.1943,0.7058,0.2939,0.1362,291.21,1052.98,425.5,-45.81,761.78,134.3,-337.01,RETRY
pay_005134_a1,0.5104,0.5874,0.4417,0.5805,765.13,875.52,647.05,620.13,110.39,-118.08,-145.0,RETRY
pay_005135_a2,0.4094,0.5047,0.3319,0.4716,613.68,751.51,482.44,456.9,137.83,-131.24,-156.78,RETRY
pay_005136_a3,0.37,0.4731,0.2734,0.4025,554.67,704.23,394.76,353.34,149.57,-159.9,-201.32,RETRY
pay_005137_a1,0.4259,0.5041,0.3578,0.5229,638.38,750.7,521.38,533.85,112.32,-117.0,-104.53,RETRY
pay_005138_a2,0.414,0.4586,0.3482,0.4916,620.58,682.37,507.01,486.85,61.8,-113.56,-133.73,RETRY
pay_005139_a3,0.343,0.4104,0.2714,0.4059,514.16,610.23,391.78,358.38,96.08,-122.38,-155.78,RETRY
pay_005140_a1,0.413,0.4876,0.3598,0.4705,619.14,725.94,524.4,455.3,106.8,-94.73,-163.84,RETRY
pay_005141_a2,0.3762,0.4509,0.308,0.4612,563.94,670.93,446.74,441.39,106.99,-117.2,-122.55,RETRY
pay_005142_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005143_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005144_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005145_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005146_a1,0.01,0.047,0.0424,0.01,7.99,32.54,18.88,-242.01,24.55,10.89,-250.0,RETRY
pay_005147_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005148_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005149_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005150_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005151_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005152_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005153_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005154_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005155_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005156_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005157_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005158_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005159_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005160_a1,0.491,0.6128,0.5875,0.4961,4909.26,6121.95,5859.61,4710.64,1212.69,950.35,-198.62,RETRY
pay_005161_a2,0.4905,0.6298,0.5854,0.5066,4904.34,6292.24,5838.79,4815.22,1387.9,934.44,-89.12,RETRY
pay_005162_a3,0.3384,0.453,0.4316,0.3682,3383.23,4524.56,4300.55,3431.83,1141.33,917.33,48.6,RETRY
pay_005163_a4,0.2868,0.4155,0.3626,0.2927,2867.5,4149.97,3610.35,2677.13,1282.47,742.85,-190.37,RETRY
pay_005164_a1,0.2362,0.3514,0.4391,0.2573,117.86,170.34,204.12,-121.62,52.48,86.26,-239.48,NUDGE
pay_005165_a2,0.163,0.2921,0.3352,0.2435,81.31,140.74,152.24,-128.48,59.42,70.93,-209.8,NUDGE
pay_005166_a1,0.3234,0.4074,0.4959,0.3866,161.4,198.31,232.47,-57.1,36.91,71.07,-218.5,NUDGE
pay_005167_a1,0.01,0.2201,0.1638,0.0588,4.99,104.81,66.72,-220.64,99.82,61.73,-225.63,RETRY
pay_005168_a1,0.01,0.1522,0.113,0.01,4.99,70.95,41.37,-245.01,65.96,36.38,-250.0,RETRY
pay_005169_a2,0.01,0.1057,0.0521,0.01,4.99,47.73,11.01,-245.01,42.74,6.02,-250.0,RETRY
pay_005170_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005171_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005172_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005173_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005174_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005175_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005176_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005177_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005178_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005179_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005180_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005181_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005182_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005183_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005184_a1,0.01,0.0836,0.0373,0.01,4.99,36.69,3.6,-245.01,31.7,-1.39,-250.0,RETRY
pay_005185_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005186_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005187_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005188_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_005189_a1,0.478,0.5624,0.5828,0.502,381.96,444.34,450.68,151.07,62.38,68.72,-230.89,NUDGE
pay_005190_a1,0.4654,0.5398,0.5608,0.4986,371.87,426.29,433.04,148.36,54.42,61.17,-223.51,NUDGE
pay_005191_a1,0.3683,0.4293,0.5244,0.4151,294.23,337.99,403.98,81.7,43.75,109.75,-212.54,NUDGE
pay_005192_a2,0.3013,0.3842,0.4379,0.3172,240.73,301.97,334.86,3.48,61.24,94.13,-237.25,NUDGE
pay_005193_a3,0.2771,0.3444,0.4109,0.3002,221.38,270.19,313.32,-10.13,48.8,91.94,-231.51,NUDGE
pay_005194_a4,0.178,0.289,0.3363,0.2484,142.22,225.94,253.73,-51.52,83.72,111.51,-193.74,NUDGE
pay_005195_a1,0.36,0.4496,0.4467,0.399,287.66,354.26,341.95,68.81,66.6,54.29,-218.85,RETRY
pay_005196_a1,0.3491,0.3757,0.3554,0.4445,523.28,558.23,517.81,416.25,34.96,-5.46,-107.03,RETRY
pay_005197_a1,0.4393,0.5087,0.5093,0.4843,219.19,248.86,239.15,-8.33,29.67,19.96,-227.51,RETRY
pay_005198_a2,0.41,0.4934,0.4445,0.4846,204.6,241.2,206.82,-8.18,36.59,2.21,-212.78,RETRY
pay_005199_a1,0.167,0.4323,0.2511,0.085,834.94,2156.12,1240.39,174.85,1321.18,405.45,-660.09,RETRY
pay_005200_a2,0.1369,0.4217,0.2115,0.0746,684.42,2103.2,1042.49,123.06,1418.78,358.07,-561.37,RETRY
pay_005201_a1,0.01,0.2914,0.056,0.01,49.99,1451.51,264.84,-200.01,1401.52,214.85,-250.0,RETRY
pay_005202_a1,0.01,0.231,0.0134,0.01,49.99,1149.81,52.2,-200.01,1099.82,2.21,-250.0,RETRY
pay_005203_a2,0.01,0.1287,0.01,0.01,49.99,638.2,34.99,-200.01,588.21,-15.0,-250.0,RETRY
pay_005204_a3,0.01,0.1547,0.01,0.01,49.99,768.23,34.99,-200.01,718.24,-15.0,-250.0,RETRY
pay_005205_a1,0.01,0.2004,0.01,0.01,49.99,996.9,34.99,-200.01,946.91,-15.0,-250.0,RETRY
pay_005206_a2,0.01,0.1591,0.01,0.01,49.99,790.36,34.99,-200.01,740.37,-15.0,-250.0,RETRY
pay_005207_a1,0.0218,0.3345,0.1219,0.01,109.22,1667.23,594.16,-200.01,1558.01,484.94,-309.23,RETRY
pay_005208_a2,0.01,0.2994,0.0646,0.01,49.99,1491.49,307.7,-200.01,1441.5,257.71,-250.0,RETRY
pay_005209_a1,0.01,0.2753,0.0104,0.01,49.99,1371.02,37.22,-200.01,1321.03,-12.77,-250.0,RETRY
pay_005210_a2,0.01,0.1575,0.01,0.01,49.99,782.39,34.99,-200.01,732.4,-15.0,-250.0,RETRY
pay_005211_a3,0.01,0.0432,0.01,0.01,49.99,210.78,34.99,-200.01,160.79,-15.0,-250.0,RETRY
pay_005212_a4,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005213_a1,0.01,0.282,0.0713,0.01,49.99,1404.59,341.58,-200.01,1354.6,291.59,-250.0,RETRY
pay_005214_a2,0.01,0.2118,0.0496,0.01,49.99,1053.62,232.81,-200.01,1003.63,182.82,-250.0,RETRY
pay_005215_a3,0.01,0.1681,0.01,0.01,49.99,835.46,34.99,-200.01,785.47,-15.0,-250.0,RETRY
pay_005216_a4,0.01,0.1206,0.01,0.01,49.99,598.06,34.99,-200.01,548.07,-15.0,-250.0,RETRY
pay_005217_a1,0.01,0.0718,0.01,0.01,49.99,354.09,34.99,-200.01,304.1,-15.0,-250.0,RETRY
pay_005218_a2,0.01,0.0127,0.01,0.01,49.99,58.24,34.99,-200.01,8.25,-15.0,-250.0,RETRY
pay_005219_a1,0.01,0.1992,0.01,0.01,49.99,991.04,34.99,-200.01,941.05,-15.0,-250.0,RETRY
pay_005220_a2,0.01,0.1277,0.01,0.01,49.99,633.26,34.99,-200.01,583.27,-15.0,-250.0,RETRY
pay_005221_a3,0.01,0.1257,0.01,0.01,49.99,623.18,34.99,-200.01,573.19,-15.0,-250.0,RETRY
pay_005222_a1,0.01,0.0123,0.01,0.01,49.99,56.72,34.99,-200.01,6.73,-15.0,-250.0,RETRY
pay_005223_a1,0.01,0.2206,0.0515,0.01,49.99,1097.62,242.62,-200.01,1047.63,192.63,-250.0,RETRY
pay_005224_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005225_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005226_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005227_a2,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005228_a3,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005229_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005230_a2,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005231_a3,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005232_a4,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005233_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005234_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005235_a2,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005236_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005237_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005238_a2,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005239_a3,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005240_a4,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005241_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005242_a2,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005243_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005244_a1,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005245_a2,0.01,0.01,0.01,0.01,49.99,44.99,34.99,-200.01,-5.0,-15.0,-250.0,WAIT
pay_005246_a1,0.1417,0.602,0.269,0.0731,141.54,596.36,253.75,-177.01,454.82,112.21,-318.55,RETRY
pay_005247_a1,0.2698,0.7517,0.405,0.1899,269.55,745.9,389.62,-60.27,476.35,120.07,-329.83,RETRY
pay_005248_a1,0.2658,0.7568,0.3998,0.2008,265.52,751.08,384.45,-49.4,485.55,118.92,-314.93,RETRY
pay_005249_a2,0.2078,0.7087,0.3315,0.1442,207.62,702.96,316.21,-105.97,495.34,108.6,-313.59,RETRY
pay_005250_a1,0.04,0.5021,0.175,0.0382,39.95,496.63,159.78,-211.85,456.68,119.83,-251.8,RETRY
pay_005251_a2,0.01,0.4586,0.0867,0.01,9.99,453.13,71.59,-240.01,443.14,61.6,-250.0,RETRY
pay_005252_a1,0.01,0.4607,0.101,0.01,9.99,455.23,85.92,-240.01,445.24,75.93,-250.0,RETRY
pay_005253_a2,0.01,0.4238,0.1202,0.01,9.99,418.33,105.04,-240.01,408.34,95.05,-250.0,RETRY
pay_005254_a1,0.01,0.4389,0.0747,0.01,9.99,433.48,59.63,-240.01,423.49,49.64,-250.0,RETRY
pay_005255_a2,0.01,0.3335,0.01,0.01,9.99,328.17,-5.01,-240.01,318.18,-15.0,-250.0,RETRY
pay_005256_a3,0.01,0.2885,0.01,0.01,9.99,283.22,-5.01,-240.01,273.23,-15.0,-250.0,RETRY
pay_005257_a1,0.01,0.4339,0.0516,0.01,9.99,428.48,36.57,-240.01,418.49,26.58,-250.0,RETRY
pay_005258_a1,0.01,0.4422,0.0896,0.01,9.99,436.77,74.49,-240.01,426.78,64.5,-250.0,RETRY
pay_005259_a1,0.212,0.2328,0.2671,0.3631,169.39,181.03,198.44,40.09,11.65,29.05,-129.3,NUDGE
pay_005260_a1,0.01,0.0357,0.0366,0.1268,7.99,23.54,14.22,-148.67,15.55,6.23,-156.66,RETRY
pay_005261_a2,0.01,0.01,0.01,0.1039,7.99,2.99,-7.01,-166.96,-5.0,-15.0,-174.95,WAIT
pay_005262_a3,0.01,0.01,0.01,0.0475,7.99,2.99,-7.01,-212.02,-5.0,-15.0,-220.01,WAIT
pay_005263_a1,0.0152,0.0342,0.0548,0.1911,12.11,22.34,28.78,-97.28,10.22,16.67,-109.4,NUDGE
pay_005264_a2,0.01,0.01,0.0505,0.1299,7.99,2.99,25.38,-146.23,-5.0,17.39,-154.22,NUDGE
pay_005265_a3,0.01,0.01,0.01,0.0655,7.99,2.99,-7.01,-197.64,-5.0,-15.0,-205.63,WAIT
pay_005266_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005267_a1,0.0188,0.0379,0.0372,0.1307,15.04,25.26,14.74,-145.57,10.22,-0.3,-160.61,RETRY
pay_005268_a2,0.01,0.01,0.01,0.0483,7.99,2.99,-7.01,-211.41,-5.0,-15.0,-219.4,WAIT
pay_005269_a3,0.01,0.01,0.01,0.076,7.99,2.99,-7.01,-189.25,-5.0,-15.0,-197.24,WAIT
pay_005270_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005271_a1,0.01,0.01,0.01,0.1426,7.99,2.99,-7.01,-136.09,-5.0,-15.0,-144.08,WAIT
pay_005272_a2,0.01,0.01,0.01,0.0199,7.99,2.99,-7.01,-234.09,-5.0,-15.0,-242.08,WAIT
pay_005273_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005274_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005275_a1,0.01,0.01,0.01,0.0406,7.99,2.99,-7.01,-217.56,-5.0,-15.0,-225.55,WAIT
pay_005276_a1,0.01,0.0145,0.0576,0.1171,7.99,6.57,31.04,-156.42,-1.42,23.05,-164.41,NUDGE
pay_005277_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005278_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005279_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_005280_a1,0.0945,0.2205,0.5182,0.01,47.13,105.02,243.59,-245.01,57.89,196.46,-292.14,NUDGE
pay_005281_a2,0.0686,0.2132,0.4873,0.01,34.21,101.41,228.17,-245.01,67.2,193.97,-279.22,NUDGE
pay_005282_a1,0.0496,0.1604,0.4912,0.01,24.75,75.03,230.1,-245.01,50.28,205.35,-269.76,NUDGE
pay_005283_a1,0.0796,0.2317,0.5111,0.01,39.7,110.61,240.01,-245.01,70.91,200.32,-284.71,NUDGE
pay_005284_a1,0.1913,0.3338,0.6227,0.0566,95.46,161.56,295.72,-221.76,66.1,200.26,-317.23,NUDGE
pay_005285_a1,0.132,0.2537,0.6058,0.0127,65.85,121.62,287.29,-243.68,55.77,221.45,-309.53,NUDGE
pay_005286_a1,0.01,0.0943,0.4516,0.01,4.99,42.08,210.37,-245.01,37.09,205.38,-250.0,NUDGE
pay_005287_a2,0.01,0.01,0.3626,0.01,4.99,-0.01,165.91,-245.01,-5.0,160.92,-250.0,NUDGE
pay_005288_a3,0.01,0.01,0.3,0.01,4.99,-0.01,134.71,-245.01,-5.0,129.72,-250.0,NUDGE
pay_005289_a4,0.01,0.01,0.1996,0.01,4.99,-0.01,84.61,-245.01,-5.0,79.62,-250.0,NUDGE
pay_005290_a1,0.0981,0.2426,0.5444,0.0159,48.96,116.07,256.65,-242.05,67.11,207.69,-291.01,NUDGE
pay_005291_a2,0.0185,0.1439,0.4596,0.01,9.21,66.82,214.36,-245.01,57.6,205.15,-254.22,NUDGE
pay_005292_a3,0.01,0.0535,0.322,0.01,4.99,21.72,145.67,-245.01,16.73,140.68,-250.0,NUDGE
pay_005293_a1,0.2196,0.3675,0.3511,0.3356,109.57,178.39,160.2,-82.54,68.82,50.63,-192.11,RETRY
pay_005294_a1,0.3441,0.4848,0.4954,0.4713,171.73,236.92,232.21,-14.81,65.2,60.49,-186.54,RETRY
pay_005295_a1,0.1644,0.2994,0.3299,0.2983,82.03,144.42,149.62,-101.16,62.39,67.59,-183.19,NUDGE
