payment_id,billing_cycle_id,customer_id,subscription_id,amount,payment_method,failure_reason,attempt_number,cumulative_failures,dynamic_success_rate,days_active
pay_007663_a1,cyc_000755_004,cust_000755,sub_000755,9999,wallet,bank_decline,1,5,0.688,889
pay_007664_a1,cyc_000755_005,cust_000755,sub_000755,9999,wallet,insufficient_funds,1,6,0.647,919
pay_007665_a1,cyc_000755_008,cust_000755,sub_000755,9999,wallet,network_error,1,7,0.65,1009
pay_007666_a2,cyc_000755_008,cust_000755,sub_000755,9999,wallet,network_error,2,7,0.65,1009
pay_007667_a3,cyc_000755_008,cust_000755,sub_000755,9999,wallet,network_error,3,7,0.65,1009
pay_007668_a1,cyc_000755_011,cust_000755,sub_000755,9999,wallet,bank_decline,1,8,0.652,1099
pay_007669_a2,cyc_000755_011,cust_000755,sub_000755,9999,wallet,bank_decline,2,8,0.652,1099
pay_007670_a3,cyc_000755_011,cust_000755,sub_000755,9999,wallet,bank_decline,3,8,0.652,1099
pay_007671_a4,cyc_000755_011,cust_000755,sub_000755,9999,wallet,bank_decline,4,8,0.652,1099
pay_007672_a1,cyc_000756_001,cust_000756,sub_000756,999,card,expired_card,1,5,0.444,928
pay_007673_a2,cyc_000756_001,cust_000756,sub_000756,999,card,expired_card,2,5,0.444,928
pay_007674_a1,cyc_000756_002,cust_000756,sub_000756,999,card,bank_decline,1,6,0.4,958
pay_007675_a2,cyc_000756_002,cust_000756,sub_000756,999,card,bank_decline,2,6,0.4,958
pay_007676_a3,cyc_000756_002,cust_000756,sub_000756,999,card,bank_decline,3,6,0.4,958
pay_007677_a4,cyc_000756_002,cust_000756,sub_000756,999,card,bank_decline,4,6,0.4,958
pay_007678_a1,cyc_000756_004,cust_000756,sub_000756,999,card,network_error,1,7,0.417,1018
pay_007679_a2,cyc_000756_004,cust_000756,sub_000756,999,card,network_error,2,7,0.417,1018
pay_007680_a1,cyc_000756_005,cust_000756,sub_000756,999,card,network_error,1,8,0.385,1048
pay_007681_a2,cyc_000756_005,cust_000756,sub_000756,999,card,network_error,2,8,0.385,1048
pay_007682_a3,cyc_000756_005,cust_000756,sub_000756,999,card,network_error,3,8,0.385,1048
pay_007683_a4,cyc_000756_005,cust_000756,sub_000756,999,card,network_error,4,8,0.385,1048
pay_007684_a1,cyc_000756_006,cust_000756,sub_000756,999,card,network_error,1,9,0.357,1078
pay_007685_a1,cyc_000756_007,cust_000756,sub_000756,999,card,network_error,1,10,0.333,1108
pay_007686_a1,cyc_000756_009,cust_000756,sub_000756,999,card,authentication_failure,1,11,0.353,1168
pay_007687_a2,cyc_000756_009,cust_000756,sub_000756,999,card,authentication_failure,2,11,0.353,1168
pay_007688_a1,cyc_000756_010,cust_000756,sub_000756,999,card,temporary_bank_issue,1,12,0.333,1198
pay_007689_a2,cyc_000756_010,cust_000756,sub_000756,999,card,temporary_bank_issue,2,12,0.333,1198
pay_007690_a3,cyc_000756_010,cust_000756,sub_000756,999,card,temporary_bank_issue,3,12,0.333,1198
pay_007691_a4,cyc_000756_010,cust_000756,sub_000756,999,card,temporary_bank_issue,4,12,0.333,1198
pay_007692_a1,cyc_000757_001,cust_000757,sub_000757,499,netbanking,insufficient_funds,1,6,0.143,829
pay_007693_a1,cyc_000757_002,cust_000757,sub_000757,499,netbanking,insufficient_funds,1,7,0.125,859
pay_007694_a2,cyc_000757_002,cust_000757,sub_000757,499,netbanking,insufficient_funds,2,7,0.125,859
pay_007695_a3,cyc_000757_002,cust_000757,sub_000757,499,netbanking,insufficient_funds,3,7,0.125,859
pay_007696_a4,cyc_000757_002,cust_000757,sub_000757,499,netbanking,insufficient_funds,4,7,0.125,859
pay_007697_a1,cyc_000757_003,cust_000757,sub_000757,499,netbanking,insufficient_funds,1,8,0.111,889
pay_007698_a1,cyc_000757_004,cust_000757,sub_000757,499,netbanking,expired_card,1,9,0.1,919
pay_007699_a2,cyc_000757_004,cust_000757,sub_000757,499,netbanking,expired_card,2,9,0.1,919
pay_007700_a1,cyc_000757_008,cust_000757,sub_000757,499,netbanking,bank_decline,1,10,0.286,1039
pay_007701_a2,cyc_000757_008,cust_000757,sub_000757,499,netbanking,bank_decline,2,10,0.286,1039
pay_007702_a3,cyc_000757_008,cust_000757,sub_000757,499,netbanking,bank_decline,3,10,0.286,1039
pay_007703_a1,cyc_000757_009,cust_000757,sub_000757,499,netbanking,temporary_bank_issue,1,11,0.267,1069
pay_007704_a1,cyc_000757_010,cust_000757,sub_000757,499,netbanking,insufficient_funds,1,12,0.25,1099
pay_007705_a2,cyc_000757_010,cust_000757,sub_000757,499,netbanking,insufficient_funds,2,12,0.25,1099
pay_007706_a3,cyc_000757_010,cust_000757,sub_000757,499,netbanking,insufficient_funds,3,12,0.25,1099
pay_007707_a1,cyc_000757_011,cust_000757,sub_000757,499,netbanking,insufficient_funds,1,13,0.235,1129
pay_007708_a2,cyc_000757_011,cust_000757,sub_000757,499,netbanking,insufficient_funds,2,13,0.235,1129
pay_007709_a3,cyc_000757_011,cust_000757,sub_000757,499,netbanking,insufficient_funds,3,13,0.235,1129
pay_007710_a1,cyc_000757_012,cust_000757,sub_000757,499,netbanking,bank_decline,1,14,0.222,1159
pay_007711_a2,cyc_000757_012,cust_000757,sub_000757,499,netbanking,bank_decline,2,14,0.222,1159
pay_007712_a3,cyc_000757_012,cust_000757,sub_000757,499,netbanking,bank_decline,3,14,0.222,1159
pay_007713_a4,cyc_000757_012,cust_000757,sub_000757,499,netbanking,bank_decline,4,14,0.222,1159
pay_007714_a1,cyc_000758_003,cust_000758,sub_000758,1999,upi,bank_decline,1,3,0.625,605
pay_007715_a2,cyc_000758_003,cust_000758,sub_000758,1999,upi,bank_decline,2,3,0.625,605
pay_007716_a1,cyc_000758_005,cust_000758,sub_000758,1999,upi,network_error,1,4,0.6,665
pay_007717_a2,cyc_000758_005,cust_000758,sub_000758,1999,upi,network_error,2,4,0.6,665
pay_007718_a1,cyc_000758_007,cust_000758,sub_000758,1999,upi,insufficient_funds,1,5,0.583,725
pay_007719_a2,cyc_000758_007,cust_000758,sub_000758,1999,upi,insufficient_funds,2,5,0.583,725
pay_007720_a1,cyc_000758_011,cust_000758,sub_000758,1999,upi,bank_decline,1,6,0.625,845
pay_007721_a2,cyc_000758_011,cust_000758,sub_000758,1999,upi,bank_decline,2,6,0.625,845
pay_007722_a3,cyc_000758_011,cust_000758,sub_000758,1999,upi,bank_decline,3,6,0.625,845
pay_007723_a4,cyc_000758_011,cust_000758,sub_000758,1999,upi,bank_decline,4,6,0.625,845
pay_007724_a1,cyc_000759_004,cust_000759,sub_000759,4999,upi,insufficient_funds,1,1,0.909,360
pay_007725_a1,cyc_000759_007,cust_000759,sub_000759,4999,upi,insufficient_funds,1,2,0.857,450
pay_007726_a2,cyc_000759_007,cust_000759,sub_000759,4999,upi,insufficient_funds,2,2,0.857,450
pay_007727_a3,cyc_000759_007,cust_000759,sub_000759,4999,upi,insufficient_funds,3,2,0.857,450
pay_007728_a4,cyc_000759_007,cust_000759,sub_000759,4999,upi,insufficient_funds,4,2,0.857,450
pay_007729_a1,cyc_000759_008,cust_000759,sub_000759,4999,upi,network_error,1,3,0.8,480
pay_007730_a2,cyc_000759_008,cust_000759,sub_000759,4999,upi,network_error,2,3,0.8,480
pay_007731_a1,cyc_000760_012,cust_000760,sub_000760,799,card,insufficient_funds,1,0,1.0,1227
pay_007732_a2,cyc_000760_012,cust_000760,sub_000760,799,card,insufficient_funds,2,0,1.0,1227
pay_007733_a3,cyc_000760_012,cust_000760,sub_000760,799,card,insufficient_funds,3,0,1.0,1227
pay_007734_a1,cyc_000761_004,cust_000761,sub_000761,1999,card,temporary_bank_issue,1,6,0.571,338
pay_007735_a2,cyc_000761_004,cust_000761,sub_000761,1999,card,temporary_bank_issue,2,6,0.571,338
pay_007736_a3,cyc_000761_004,cust_000761,sub_000761,1999,card,temporary_bank_issue,3,6,0.571,338
pay_007737_a4,cyc_000761_004,cust_000761,sub_000761,1999,card,temporary_bank_issue,4,6,0.571,338
pay_007738_a1,cyc_000761_006,cust_000761,sub_000761,1999,card,bank_decline,1,7,0.562,398
pay_007739_a2,cyc_000761_006,cust_000761,sub_000761,1999,card,bank_decline,2,7,0.562,398
pay_007740_a3,cyc_000761_006,cust_000761,sub_000761,1999,card,bank_decline,3,7,0.562,398
pay_007741_a4,cyc_000761_006,cust_000761,sub_000761,1999,card,bank_decline,4,7,0.562,398
pay_007742_a1,cyc_000761_010,cust_000761,sub_000761,1999,card,insufficient_funds,1,8,0.6,518
pay_007743_a1,cyc_000761_012,cust_000761,sub_000761,1999,card,bank_decline,1,9,0.591,578
pay_007744_a2,cyc_000761_012,cust_000761,sub_000761,1999,card,bank_decline,2,9,0.591,578
pay_007745_a1,cyc_000762_001,cust_000762,sub_000762,799,card,bank_decline,1,8,0.273,857
pay_007746_a1,cyc_000762_002,cust_000762,sub_000762,799,card,network_error,1,9,0.25,887
pay_007747_a2,cyc_000762_002,cust_000762,sub_000762,799,card,network_error,2,9,0.25,887
pay_007748_a3,cyc_000762_002,cust_000762,sub_000762,799,card,network_error,3,9,0.25,887
pay_007749_a4,cyc_000762_002,cust_000762,sub_000762,799,card,network_error,4,9,0.25,887
pay_007750_a1,cyc_000762_003,cust_000762,sub_000762,799,card,bank_decline,1,10,0.231,917
pay_007751_a1,cyc_000762_004,cust_000762,sub_000762,799,card,insufficient_funds,1,11,0.214,947
pay_007752_a2,cyc_000762_004,cust_000762,sub_000762,799,card,insufficient_funds,2,11,0.214,947
pay_007753_a3,cyc_000762_004,cust_000762,sub_000762,799,card,insufficient_funds,3,11,0.214,947
pay_007754_a1,cyc_000762_005,cust_000762,sub_000762,799,card,temporary_bank_issue,1,12,0.2,977
pay_007755_a1,cyc_000762_006,cust_000762,sub_000762,799,card,bank_decline,1,13,0.188,1007
pay_007756_a2,cyc_000762_006,cust_000762,sub_000762,799,card,bank_decline,2,13,0.188,1007
pay_007757_a1,cyc_000762_008,cust_000762,sub_000762,799,card,network_error,1,14,0.222,1067
pay_007758_a2,cyc_000762_008,cust_000762,sub_000762,799,card,network_error,2,14,0.222,1067
pay_007759_a3,cyc_000762_008,cust_000762,sub_000762,799,card,network_error,3,14,0.222,1067
pay_007760_a4,cyc_000762_008,cust_000762,sub_000762,799,card,network_error,4,14,0.222,1067
pay_007761_a1,cyc_000762_009,cust_000762,sub_000762,799,card,network_error,1,15,0.211,1097
pay_007762_a2,cyc_000762_009,cust_000762,sub_000762,799,card,network_error,2,15,0.211,1097
pay_007763_a3,cyc_000762_009,cust_000762,sub_000762,799,card,network_error,3,15,0.211,1097
pay_007764_a4,cyc_000762_009,cust_000762,sub_000762,799,card,network_error,4,15,0.211,1097
pay_007765_a1,cyc_000762_012,cust_000762,sub_000762,799,card,temporary_bank_issue,1,16,0.273,1187
pay_007766_a2,cyc_000762_012,cust_000762,sub_000762,799,card,temporary_bank_issue,2,16,0.273,1187
pay_007767_a3,cyc_000762_012,cust_000762,sub_000762,799,card,temporary_bank_issue,3,16,0.273,1187
pay_007768_a4,cyc_000762_012,cust_000762,sub_000762,799,card,temporary_bank_issue,4,16,0.273,1187
pay_007769_a1,cyc_000764_001,cust_000764,sub_000764,999,netbanking,network_error,1,1,0.8,866
pay_007770_a1,cyc_000765_003,cust_000765,sub_000765,499,wallet,authentication_failure,1,3,0.667,837
pay_007771_a2,cyc_000765_003,cust_000765,sub_000765,499,wallet,authentication_failure,2,3,0.667,837
pay_007772_a3,cyc_000765_003,cust_000765,sub_000765,499,wallet,authentication_failure,3,3,0.667,837
pay_007773_a4,cyc_000765_003,cust_000765,sub_000765,499,wallet,authentication_failure,4,3,0.667,837
pay_007774_a1,cyc_000765_004,cust_000765,sub_000765,499,wallet,bank_decline,1,4,0.6,867
pay_007775_a1,cyc_000765_005,cust_000765,sub_000765,499,wallet,insufficient_funds,1,5,0.545,897
pay_007776_a1,cyc_000765_006,cust_000765,sub_000765,499,wallet,expired_card,1,6,0.5,927
pay_007777_a1,cyc_000766_001,cust_000766,sub_000766,499,upi,insufficient_funds,1,5,0.375,527
pay_007778_a2,cyc_000766_001,cust_000766,sub_000766,499,upi,insufficient_funds,2,5,0.375,527
pay_007779_a3,cyc_000766_001,cust_000766,sub_000766,499,upi,insufficient_funds,3,5,0.375,527
pay_007780_a4,cyc_000766_001,cust_000766,sub_000766,499,upi,insufficient_funds,4,5,0.375,527
pay_007781_a1,cyc_000766_009,cust_000766,sub_000766,499,upi,temporary_bank_issue,1,6,0.625,767
pay_007782_a1,cyc_000766_010,cust_000766,sub_000766,499,upi,expired_card,1,7,0.588,797
pay_007783_a1,cyc_000767_002,cust_000767,sub_000767,4999,netbanking,insufficient_funds,1,3,0.625,853
pay_007784_a2,cyc_000767_002,cust_000767,sub_000767,4999,netbanking,insufficient_funds,2,3,0.625,853
pay_007785_a1,cyc_000767_003,cust_000767,sub_000767,4999,netbanking,bank_decline,1,4,0.556,883
pay_007786_a1,cyc_000767_005,cust_000767,sub_000767,4999,netbanking,bank_decline,1,5,0.545,943
pay_007787_a2,cyc_000767_005,cust_000767,sub_000767,4999,netbanking,bank_decline,2,5,0.545,943
pay_007788_a1,cyc_000767_006,cust_000767,sub_000767,4999,netbanking,insufficient_funds,1,6,0.5,973
pay_007789_a2,cyc_000767_006,cust_000767,sub_000767,4999,netbanking,insufficient_funds,2,6,0.5,973
pay_007790_a1,cyc_000767_009,cust_000767,sub_000767,4999,netbanking,expired_card,1,7,0.533,1063
pay_007791_a1,cyc_000767_010,cust_000767,sub_000767,4999,netbanking,network_error,1,8,0.5,1093
pay_007792_a1,cyc_000768_001,cust_000768,sub_000768,4999,upi,insufficient_funds,1,6,0.25,743
pay_007793_a2,cyc_000768_001,cust_000768,sub_000768,4999,upi,insufficient_funds,2,6,0.25,743
pay_007794_a3,cyc_000768_001,cust_000768,sub_000768,4999,upi,insufficient_funds,3,6,0.25,743
pay_007795_a1,cyc_000768_002,cust_000768,sub_000768,4999,upi,network_error,1,7,0.222,773
pay_007796_a2,cyc_000768_002,cust_000768,sub_000768,4999,upi,network_error,2,7,0.222,773
pay_007797_a3,cyc_000768_002,cust_000768,sub_000768,4999,upi,network_error,3,7,0.222,773
pay_007798_a4,cyc_000768_002,cust_000768,sub_000768,4999,upi,network_error,4,7,0.222,773
pay_007799_a1,cyc_000768_003,cust_000768,sub_000768,4999,upi,bank_decline,1,8,0.2,803
pay_007800_a2,cyc_000768_003,cust_000768,sub_000768,4999,upi,bank_decline,2,8,0.2,803
pay_007801_a1,cyc_000768_004,cust_000768,sub_000768,4999,upi,insufficient_funds,1,9,0.182,833
pay_007802_a1,cyc_000768_005,cust_000768,sub_000768,4999,upi,expired_card,1,10,0.167,863
pay_007803_a2,cyc_000768_005,cust_000768,sub_000768,4999,upi,expired_card,2,10,0.167,863
pay_007804_a3,cyc_000768_005,cust_000768,sub_000768,4999,upi,expired_card,3,10,0.167,863
pay_007805_a4,cyc_000768_005,cust_000768,sub_000768,4999,upi,expired_card,4,10,0.167,863
pay_007806_a1,cyc_000768_006,cust_000768,sub_000768,4999,upi,insufficient_funds,1,11,0.154,893
pay_007807_a1,cyc_000768_007,cust_000768,sub_000768,4999,upi,network_error,1,12,0.143,923
pay_007808_a2,cyc_000768_007,cust_000768,sub_000768,4999,upi,network_error,2,12,0.143,923
pay_007809_a1,cyc_000768_008,cust_000768,sub_000768,4999,upi,authentication_failure,1,13,0.133,953
pay_007810_a2,cyc_000768_008,cust_000768,sub_000768,4999,upi,authentication_failure,2,13,0.133,953
pay_007811_a3,cyc_000768_008,cust_000768,sub_000768,4999,upi,authentication_failure,3,13,0.133,953
pay_007812_a1,cyc_000768_009,cust_000768,sub_000768,4999,upi,insufficient_funds,1,14,0.125,983
pay_007813_a1,cyc_000768_010,cust_000768,sub_000768,4999,upi,temporary_bank_issue,1,15,0.118,1013
pay_007814_a1,cyc_000768_011,cust_000768,sub_000768,4999,upi,bank_decline,1,16,0.111,1043
pay_007815_a1,cyc_000768_012,cust_000768,sub_000768,4999,upi,expired_card,1,17,0.105,1073
pay_007816_a2,cyc_000768_012,cust_000768,sub_000768,4999,upi,expired_card,2,17,0.105,1073
pay_007817_a1,cyc_000769_003,cust_000769,sub_000769,499,netbanking,temporary_bank_issue,1,1,0.889,173
pay_007818_a2,cyc_000769_003,cust_000769,sub_000769,499,netbanking,temporary_bank_issue,2,1,0.889,173
pay_007819_a1,cyc_000769_010,cust_000769,sub_000769,499,netbanking,authentication_failure,1,2,0.875,383
pay_007820_a1,cyc_000769_012,cust_000769,sub_000769,499,netbanking,expired_card,1,3,0.833,443
pay_007821_a1,cyc_000770_002,cust_000770,sub_000770,999,card,network_error,1,1,0.917,337
pay_007822_a1,cyc_000772_003,cust_000772,sub_000772,499,card,bank_decline,1,2,0.75,514
pay_007823_a2,cyc_000772_003,cust_000772,sub_000772,499,card,bank_decline,2,2,0.75,514
pay_007824_a3,cyc_000772_003,cust_000772,sub_000772,499,card,bank_decline,3,2,0.75,514
pay_007825_a1,cyc_000772_008,cust_000772,sub_000772,499,card,insufficient_funds,1,3,0.769,664
pay_007826_a2,cyc_000772_008,cust_000772,sub_000772,499,card,insufficient_funds,2,3,0.769,664
pay_007827_a3,cyc_000772_008,cust_000772,sub_000772,499,card,insufficient_funds,3,3,0.769,664
pay_007828_a4,cyc_000772_008,cust_000772,sub_000772,499,card,insufficient_funds,4,3,0.769,664
pay_007829_a1,cyc_000772_011,cust_000772,sub_000772,499,card,temporary_bank_issue,1,4,0.75,754
pay_007830_a1,cyc_000773_004,cust_000773,sub_000773,1499,upi,network_error,1,2,0.778,879
pay_007831_a1,cyc_000774_002,cust_000774,sub_000774,999,upi,insufficient_funds,1,4,0.5,440
pay_007832_a2,cyc_000774_002,cust_000774,sub_000774,999,upi,insufficient_funds,2,4,0.5,440
pay_007833_a1,cyc_000774_004,cust_000774,sub_000774,999,upi,network_error,1,5,0.5,500
pay_007834_a1,cyc_000774_005,cust_000774,sub_000774,999,upi,insufficient_funds,1,6,0.455,530
pay_007835_a2,cyc_000774_005,cust_000774,sub_000774,999,upi,insufficient_funds,2,6,0.455,530
pay_007836_a3,cyc_000774_005,cust_000774,sub_000774,999,upi,insufficient_funds,3,6,0.455,530
pay_007837_a4,cyc_000774_005,cust_000774,sub_000774,999,upi,insufficient_funds,4,6,0.455,530
pay_007838_a1,cyc_000774_007,cust_000774,sub_000774,999,upi,temporary_bank_issue,1,7,0.462,590
pay_007839_a2,cyc_000774_007,cust_000774,sub_000774,999,upi,temporary_bank_issue,2,7,0.462,590
pay_007840_a1,cyc_000774_008,cust_000774,sub_000774,999,upi,bank_decline,1,8,0.429,620
pay_007841_a2,cyc_000774_008,cust_000774,sub_000774,999,upi,bank_decline,2,8,0.429,620
pay_007842_a1,cyc_000774_012,cust_000774,sub_000774,999,upi,network_error,1,9,0.5,740
pay_007843_a1,cyc_000775_001,cust_000775,sub_000775,999,upi,bank_decline,1,4,0.556,776
pay_007844_a1,cyc_000775_003,cust_000775,sub_000775,999,upi,authentication_failure,1,5,0.545,836
pay_007845_a2,cyc_000775_003,cust_000775,sub_000775,999,upi,authentication_failure,2,5,0.545,836
pay_007846_a1,cyc_000775_004,cust_000775,sub_000775,999,upi,bank_decline,1,6,0.5,866
pay_007847_a2,cyc_000775_004,cust_000775,sub_000775,999,upi,bank_decline,2,6,0.5,866
pay_007848_a3,cyc_000775_004,cust_000775,sub_000775,999,upi,bank_decline,3,6,0.5,866
pay_007849_a1,cyc_000775_006,cust_000775,sub_000775,999,upi,insufficient_funds,1,7,0.5,926
pay_007850_a1,cyc_000775_009,cust_000775,sub_000775,999,upi,insufficient_funds,1,8,0.529,1016
pay_007851_a1,cyc_000775_011,cust_000775,sub_000775,999,upi,expired_card,1,9,0.526,1076
pay_007852_a2,cyc_000775_011,cust_000775,sub_000775,999,upi,expired_card,2,9,0.526,1076
pay_007853_a3,cyc_000775_011,cust_000775,sub_000775,999,upi,expired_card,3,9,0.526,1076
pay_007854_a1,cyc_000776_003,cust_000776,sub_000776,999,card,insufficient_funds,1,1,0.875,702
pay_007855_a1,cyc_000777_005,cust_000777,sub_000777,999,netbanking,authentication_failure,1,3,0.75,329
pay_007856_a1,cyc_000777_006,cust_000777,sub_000777,999,netbanking,bank_decline,1,4,0.692,359
pay_007857_a1,cyc_000777_008,cust_000777,sub_000777,999,netbanking,expired_card,1,5,0.667,419
pay_007858_a2,cyc_000777_008,cust_000777,sub_000777,999,netbanking,expired_card,2,5,0.667,419
pay_007859_a3,cyc_000777_008,cust_000777,sub_000777,999,netbanking,expired_card,3,5,0.667,419
pay_007860_a4,cyc_000777_008,cust_000777,sub_000777,999,netbanking,expired_card,4,5,0.667,419
pay_007861_a1,cyc_000777_010,cust_000777,sub_000777,999,netbanking,bank_decline,1,6,0.647,479
pay_007862_a2,cyc_000777_010,cust_000777,sub_000777,999,netbanking,bank_decline,2,6,0.647,479
pay_007863_a1,cyc_000779_002,cust_000779,sub_000779,1999,upi,expired_card,1,2,0.778,729
pay_007864_a1,cyc_000779_004,cust_000779,sub_000779,1999,upi,network_error,1,3,0.727,789
pay_007865_a2,cyc_000779_004,cust_000779,sub_000779,1999,upi,network_error,2,3,0.727,789
pay_007866_a1,cyc_000779_007,cust_000779,sub_000779,1999,upi,network_error,1,4,0.714,879
pay_007867_a1,cyc_000780_001,cust_000780,sub_000780,1999,upi,bank_decline,1,7,0.125,698
pay_007868_a1,cyc_000780_002,cust_000780,sub_000780,1999,upi,authentication_failure,1,8,0.111,728
pay_007869_a2,cyc_000780_002,cust_000780,sub_000780,1999,upi,authentication_failure,2,8,0.111,728
pay_007870_a1,cyc_000780_003,cust_000780,sub_000780,1999,upi,insufficient_funds,1,9,0.1,758
pay_007871_a2,cyc_000780_003,cust_000780,sub_000780,1999,upi,insufficient_funds,2,9,0.1,758
pay_007872_a3,cyc_000780_003,cust_000780,sub_000780,1999,upi,insufficient_funds,3,9,0.1,758
pay_007873_a4,cyc_000780_003,cust_000780,sub_000780,1999,upi,insufficient_funds,4,9,0.1,758
pay_007874_a1,cyc_000780_004,cust_000780,sub_000780,1999,upi,network_error,1,10,0.091,788
pay_007875_a2,cyc_000780_004,cust_000780,sub_000780,1999,upi,network_error,2,10,0.091,788
pay_007876_a1,cyc_000780_005,cust_000780,sub_000780,1999,upi,network_error,1,11,0.083,818
pay_007877_a2,cyc_000780_005,cust_000780,sub_000780,1999,upi,network_error,2,11,0.083,818
pay_007878_a3,cyc_000780_005,cust_000780,sub_000780,1999,upi,network_error,3,11,0.083,818
pay_007879_a4,cyc_000780_005,cust_000780,sub_000780,1999,upi,network_error,4,11,0.083,818
pay_007880_a1,cyc_000780_006,cust_000780,sub_000780,1999,upi,temporary_bank_issue,1,12,0.077,848
pay_007881_a2,cyc_000780_006,cust_000780,sub_000780,1999,upi,temporary_bank_issue,2,12,0.077,848
pay_007882_a3,cyc_000780_006,cust_000780,sub_000780,1999,upi,temporary_bank_issue,3,12,0.077,848
pay_007883_a1,cyc_000780_007,cust_000780,sub_000780,1999,upi,authentication_failure,1,13,0.071,878
pay_007884_a1,cyc_000780_008,cust_000780,sub_000780,1999,upi,network_error,1,14,0.067,908
pay_007885_a2,cyc_000780_008,cust_000780,sub_000780,1999,upi,network_error,2,14,0.067,908
pay_007886_a3,cyc_000780_008,cust_000780,sub_000780,1999,upi,network_error,3,14,0.067,908
pay_007887_a1,cyc_000780_010,cust_000780,sub_000780,1999,upi,network_error,1,15,0.118,968
pay_007888_a2,cyc_000780_010,cust_000780,sub_000780,1999,upi,network_error,2,15,0.118,968
pay_007889_a3,cyc_000780_010,cust_000780,sub_000780,1999,upi,network_error,3,15,0.118,968
pay_007890_a1,cyc_000780_011,cust_000780,sub_000780,1999,upi,network_error,1,16,0.111,998
pay_007891_a2,cyc_000780_011,cust_000780,sub_000780,1999,upi,network_error,2,16,0.111,998
pay_007892_a3,cyc_000780_011,cust_000780,sub_000780,1999,upi,network_error,3,16,0.111,998
pay_007893_a4,cyc_000780_011,cust_000780,sub_000780,1999,upi,network_error,4,16,0.111,998
pay_007894_a1,cyc_000780_012,cust_000780,sub_000780,1999,upi,insufficient_funds,1,17,0.105,1028
pay_007895_a2,cyc_000780_012,cust_000780,sub_000780,1999,upi,insufficient_funds,2,17,0.105,1028
pay_007896_a3,cyc_000780_012,cust_000780,sub_000780,1999,upi,insufficient_funds,3,17,0.105,1028
pay_007897_a1,cyc_000781_008,cust_000781,sub_000781,1499,card,expired_card,1,4,0.75,1107
pay_007898_a2,cyc_000781_008,cust_000781,sub_000781,1499,card,expired_card,2,4,0.75,1107
pay_007899_a1,cyc_000782_002,cust_000782,sub_000782,999,card,insufficient_funds,1,5,0.286,188
pay_007900_a1,cyc_000782_004,cust_000782,sub_000782,999,card,network_error,1,6,0.333,248
pay_007901_a1,cyc_000782_005,cust_000782,sub_000782,999,card,bank_decline,1,7,0.3,278
pay_007902_a1,cyc_000782_006,cust_000782,sub_000782,999,card,bank_decline,1,8,0.273,308
pay_007903_a2,cyc_000782_006,cust_000782,sub_000782,999,card,bank_decline,2,8,0.273,308
pay_007904_a3,cyc_000782_006,cust_000782,sub_000782,999,card,bank_decline,3,8,0.273,308
pay_007905_a1,cyc_000782_009,cust_000782,sub_000782,999,card,bank_decline,1,9,0.357,398
pay_007906_a1,cyc_000782_011,cust_000782,sub_000782,999,card,insufficient_funds,1,10,0.375,458
pay_007907_a2,cyc_000782_011,cust_000782,sub_000782,999,card,insufficient_funds,2,10,0.375,458
pay_007908_a3,cyc_000782_011,cust_000782,sub_000782,999,card,insufficient_funds,3,10,0.375,458
pay_007909_a4,cyc_000782_011,cust_000782,sub_000782,999,card,insufficient_funds,4,10,0.375,458
pay_007910_a1,cyc_000782_012,cust_000782,sub_000782,999,card,expired_card,1,11,0.353,488
pay_007911_a2,cyc_000782_012,cust_000782,sub_000782,999,card,expired_card,2,11,0.353,488
pay_007912_a3,cyc_000782_012,cust_000782,sub_000782,999,card,expired_card,3,11,0.353,488
pay_007913_a4,cyc_000782_012,cust_000782,sub_000782,999,card,expired_card,4,11,0.353,488
pay_007914_a1,cyc_000783_001,cust_000783,sub_000783,4999,card,network_error,1,7,0.364,698
pay_007915_a1,cyc_000783_002,cust_000783,sub_000783,4999,card,temporary_bank_issue,1,8,0.333,728
pay_007916_a2,cyc_000783_002,cust_000783,sub_000783,4999,card,temporary_bank_issue,2,8,0.333,728
pay_007917_a1,cyc_000783_003,cust_000783,sub_000783,4999,card,insufficient_funds,1,9,0.308,758
pay_007918_a2,cyc_000783_003,cust_000783,sub_000783,4999,card,insufficient_funds,2,9,0.308,758
pay_007919_a3,cyc_000783_003,cust_000783,sub_000783,4999,card,insufficient_funds,3,9,0.308,758
pay_007920_a4,cyc_000783_003,cust_000783,sub_000783,4999,card,insufficient_funds,4,9,0.308,758
pay_007921_a1,cyc_000783_004,cust_000783,sub_000783,4999,card,network_error,1,10,0.286,788
pay_007922_a2,cyc_000783_004,cust_000783,sub_000783,4999,card,network_error,2,10,0.286,788
pay_007923_a3,cyc_000783_004,cust_000783,sub_000783,4999,card,network_error,3,10,0.286,788
pay_007924_a4,cyc_000783_004,cust_000783,sub_000783,4999,card,network_error,4,10,0.286,788
pay_007925_a1,cyc_000783_006,cust_000783,sub_000783,4999,card,authentication_failure,1,11,0.312,848
pay_007926_a2,cyc_000783_006,cust_000783,sub_000783,4999,card,authentication_failure,2,11,0.312,848
pay_007927_a3,cyc_000783_006,cust_000783,sub_000783,4999,card,authentication_failure,3,11,0.312,848
pay_007928_a1,cyc_000783_007,cust_000783,sub_000783,4999,card,insufficient_funds,1,12,0.294,878
pay_007929_a2,cyc_000783_007,cust_000783,sub_000783,4999,card,insufficient_funds,2,12,0.294,878
