payment_id,natural_recovery_probability,retry_success_probability,nudge_success_probability,escalation_success_probability,net_value_wait,net_value_retry,net_value_nudge,net_value_escalate,incremental_value_retry,incremental_value_nudge,incremental_value_escalate,best_action
pay_004022_a1,0.01,0.01,0.2749,0.01,29.99,24.99,809.52,-220.01,-5.0,779.53,-250.0,NUDGE
pay_004023_a1,0.01,0.01,0.2911,0.01,29.99,24.99,858.08,-220.01,-5.0,828.09,-250.0,NUDGE
pay_004024_a2,0.01,0.01,0.2754,0.01,29.99,24.99,810.98,-220.01,-5.0,780.99,-250.0,NUDGE
pay_004025_a3,0.01,0.01,0.1362,0.01,29.99,24.99,393.34,-220.01,-5.0,363.35,-250.0,NUDGE
pay_004026_a4,0.01,0.01,0.1204,0.01,29.99,24.99,346.16,-220.01,-5.0,316.17,-250.0,NUDGE
pay_004027_a1,0.3922,0.4501,0.4227,0.4697,3922.03,4495.71,4211.99,4446.6,573.68,289.96,524.57,RETRY
pay_004028_a2,0.3494,0.4231,0.3973,0.4372,3493.44,4225.61,3957.67,4121.62,732.16,464.23,628.18,RETRY
pay_004029_a1,0.3416,0.3979,0.3495,0.4534,3416.1,3973.65,3479.23,4284.04,557.55,63.13,867.94,ESCALATE
pay_004030_a2,0.2976,0.3225,0.3267,0.3858,2976.06,3219.54,3251.79,3608.0,243.49,275.73,631.94,ESCALATE
pay_004031_a1,0.4829,0.5157,0.5368,0.566,4828.99,5151.09,5352.17,5409.75,322.1,523.18,580.76,ESCALATE
pay_004032_a2,0.4328,0.476,0.457,0.5169,4327.98,4754.08,4554.96,4918.08,426.1,226.98,590.1,ESCALATE
pay_004033_a3,0.3626,0.4247,0.3854,0.467,3625.88,4241.75,3838.59,4419.09,615.87,212.72,793.21,ESCALATE
pay_004034_a1,0.3777,0.4108,0.411,0.433,3776.89,4102.47,4094.46,4079.11,325.57,317.56,302.22,RETRY
pay_004035_a2,0.3009,0.343,0.3345,0.4188,3008.52,3424.75,3330.04,3937.25,416.24,321.52,928.73,ESCALATE
pay_004036_a3,0.2405,0.2801,0.2839,0.3274,2404.87,2796.0,2823.71,3023.28,391.14,418.85,618.41,ESCALATE
pay_004037_a1,0.4499,0.5655,0.4446,0.4966,224.51,277.2,206.84,-2.17,52.7,-17.67,-226.68,RETRY
pay_004038_a1,0.4706,0.562,0.5458,0.4141,940.83,1118.5,1076.06,577.88,177.67,135.23,-362.95,RETRY
pay_004039_a2,0.3987,0.5072,0.485,0.3259,796.99,1008.83,954.59,401.55,211.85,157.61,-395.44,RETRY
pay_004040_a3,0.3214,0.3999,0.3849,0.2839,642.51,794.39,754.48,317.59,151.88,111.98,-324.92,RETRY
pay_004041_a1,0.446,0.5276,0.5359,0.3991,891.46,1049.58,1056.28,547.71,158.12,164.81,-343.76,NUDGE
pay_004042_a1,0.3648,0.4182,0.4715,0.3045,729.26,830.91,927.63,358.66,101.65,198.37,-370.6,NUDGE
pay_004043_a2,0.3126,0.3867,0.3768,0.2245,624.95,768.1,738.19,198.73,143.15,113.24,-426.22,RETRY
pay_004044_a1,0.419,0.4638,0.4438,0.3824,837.68,922.17,872.13,514.46,84.49,34.45,-323.22,RETRY
pay_004045_a1,0.3411,0.3705,0.3999,0.278,681.77,735.62,784.43,305.81,53.84,102.66,-375.96,NUDGE
pay_004046_a2,0.2752,0.3542,0.3228,0.188,550.19,703.0,630.22,125.82,152.81,80.04,-424.36,RETRY
pay_004047_a3,0.2209,0.2981,0.2559,0.1633,441.59,590.81,496.45,76.51,149.22,54.85,-365.09,RETRY
pay_004048_a4,0.1456,0.2399,0.2067,0.0855,290.96,474.51,398.27,-79.11,183.55,107.32,-370.06,RETRY
pay_004049_a1,0.4289,0.5102,0.4852,0.3593,857.45,1014.9,954.85,468.19,157.45,97.4,-389.25,RETRY
pay_004050_a1,0.4006,0.49,0.4977,0.3473,800.78,974.56,979.91,444.25,173.77,179.12,-356.54,NUDGE
pay_004051_a2,0.3965,0.4833,0.543,0.3901,792.56,961.05,1070.37,529.84,168.49,277.81,-262.72,NUDGE
pay_004052_a1,0.2248,0.2939,0.3317,0.1743,449.42,582.52,648.05,98.36,133.1,198.63,-351.06,NUDGE
pay_004053_a1,0.2756,0.3414,0.3545,0.2025,550.96,677.43,693.69,154.85,126.47,142.73,-396.11,NUDGE
pay_004054_a2,0.1815,0.3103,0.2037,0.1284,362.91,615.2,392.1,6.66,252.29,29.19,-356.25,RETRY
pay_004055_a3,0.1114,0.1895,0.1552,0.0364,222.62,373.76,295.16,-177.24,151.14,72.54,-399.86,RETRY
pay_004056_a4,0.0679,0.1251,0.1428,0.0149,135.72,245.16,270.44,-220.19,109.44,134.72,-355.91,NUDGE
pay_004057_a1,0.1314,0.5925,0.2788,0.0967,65.55,290.66,124.14,-201.72,225.11,58.59,-267.27,RETRY
pay_004058_a2,0.0561,0.5146,0.1582,0.0609,27.98,251.77,63.92,-219.6,223.8,35.94,-247.58,RETRY
pay_004059_a3,0.0158,0.4811,0.1325,0.01,7.86,235.06,51.13,-245.01,227.2,43.27,-252.87,RETRY
pay_004060_a1,0.1659,0.6386,0.2462,0.1501,82.76,313.68,107.86,-175.08,230.92,25.09,-257.84,RETRY
pay_004061_a2,0.0469,0.5452,0.1451,0.0418,23.39,267.07,57.43,-229.12,243.68,34.04,-252.51,RETRY
pay_004062_a3,0.01,0.4558,0.1129,0.01,4.99,222.46,41.33,-245.01,217.47,36.34,-250.0,RETRY
pay_004063_a1,0.0763,0.4924,0.1973,0.0659,38.05,240.73,83.47,-217.13,202.68,45.42,-255.19,RETRY
pay_004064_a1,0.1699,0.6543,0.2895,0.1594,84.79,321.48,129.47,-170.44,236.68,44.68,-255.24,RETRY
pay_004065_a2,0.0906,0.5127,0.1928,0.1107,45.2,250.84,81.18,-194.77,205.65,35.98,-239.97,RETRY
pay_004066_a3,0.0753,0.5456,0.2243,0.0408,37.58,267.27,96.93,-229.62,229.7,59.35,-267.2,RETRY
pay_004067_a4,0.01,0.4482,0.0886,0.01,4.99,218.65,29.2,-245.01,213.66,24.21,-250.0,RETRY
pay_004068_a1,0.01,0.423,0.084,0.01,4.99,206.1,26.94,-245.01,201.11,21.95,-250.0,RETRY
pay_004069_a2,0.01,0.4015,0.0573,0.01,4.99,195.34,13.61,-245.01,190.35,8.62,-250.0,RETRY
pay_004070_a3,0.01,0.3804,0.0438,0.01,4.99,184.8,6.85,-245.01,179.81,1.86,-250.0,RETRY
pay_004071_a4,0.01,0.234,0.01,0.01,4.99,111.77,-10.01,-245.01,106.78,-15.0,-250.0,RETRY
pay_004072_a1,0.1055,0.5678,0.2065,0.0801,52.62,278.33,88.02,-210.01,225.71,35.4,-262.64,RETRY
pay_004073_a2,0.0398,0.5046,0.1284,0.0462,19.87,246.81,49.06,-226.93,226.93,29.19,-246.8,RETRY
pay_004074_a1,0.7992,0.8436,0.8476,0.8367,1597.69,1681.41,1679.42,1422.58,83.72,81.72,-175.12,RETRY
pay_004075_a1,0.8979,0.9669,0.9593,0.9506,1794.99,1927.79,1902.57,1650.3,132.79,107.57,-144.69,RETRY
pay_004076_a2,0.8392,0.8887,0.9117,0.8534,1677.52,1771.5,1807.57,1455.93,93.98,130.05,-221.59,NUDGE
pay_004077_a3,0.7677,0.8052,0.8104,0.8354,1534.56,1604.57,1605.02,1419.91,70.01,70.45,-114.66,NUDGE
pay_004078_a1,0.8456,0.874,0.9021,0.9004,1690.26,1742.18,1788.36,1549.93,51.93,98.1,-140.32,NUDGE
pay_004079_a1,0.7041,0.7488,0.761,0.7318,1407.44,1491.85,1506.15,1212.87,84.4,98.71,-194.57,NUDGE
pay_004080_a2,0.6905,0.7393,0.7288,0.7571,1380.25,1472.84,1441.93,1263.41,92.59,61.68,-116.84,RETRY
pay_004081_a3,0.6125,0.6605,0.6596,0.6577,1224.36,1315.41,1303.45,1064.77,91.05,79.09,-159.59,RETRY
pay_004082_a1,0.7873,0.8288,0.8362,0.8124,1573.89,1651.82,1656.55,1373.94,77.93,82.66,-199.95,NUDGE
pay_004083_a1,0.4907,0.7489,0.6545,0.4588,735.63,1117.63,966.16,437.8,382.0,230.54,-297.83,RETRY
pay_004084_a1,0.2931,0.5153,0.4187,0.2667,439.4,767.41,612.62,149.78,328.0,173.22,-289.62,RETRY
pay_004085_a2,0.2595,0.5203,0.4006,0.2578,388.94,774.96,585.54,136.51,386.02,196.61,-252.42,RETRY
pay_004086_a1,0.4583,0.7607,0.5878,0.3973,687.05,1135.32,866.09,345.56,448.27,179.04,-341.49,RETRY
pay_004087_a1,0.1997,0.4822,0.329,0.1644,299.39,717.78,478.16,-3.64,418.39,178.77,-303.02,RETRY
pay_004088_a2,0.1633,0.4498,0.2757,0.1269,244.76,669.31,398.32,-59.75,424.55,153.55,-304.52,RETRY
pay_004089_a1,0.2339,0.4829,0.3971,0.1876,350.68,718.79,580.32,31.23,368.12,229.65,-319.44,RETRY
pay_004090_a2,0.1745,0.4879,0.3664,0.1567,261.56,726.3,534.3,-15.11,464.74,272.73,-276.67,RETRY
pay_004091_a3,0.135,0.3994,0.2538,0.1115,202.37,593.74,365.45,-82.9,391.37,163.08,-285.27,RETRY
pay_004092_a4,0.083,0.3537,0.2752,0.0576,124.39,525.21,397.47,-163.59,400.82,273.08,-287.98,RETRY
pay_004093_a1,0.2458,0.4912,0.3797,0.2008,368.52,731.37,554.21,50.99,362.85,185.69,-317.52,RETRY
pay_004094_a2,0.1155,0.3287,0.2385,0.0412,173.07,487.7,342.57,-188.23,314.63,169.5,-361.3,RETRY
pay_004095_a3,0.0441,0.292,0.1933,0.0739,66.06,432.67,274.76,-139.17,366.61,208.7,-205.23,RETRY
pay_004096_a1,0.3121,0.3891,0.3827,0.2634,155.72,189.14,175.98,-118.57,33.42,20.26,-274.29,RETRY
pay_004097_a2,0.2271,0.301,0.2698,0.2063,113.3,145.22,119.62,-147.05,31.92,6.32,-260.36,RETRY
pay_004098_a1,0.1877,0.2877,0.2284,0.148,93.65,138.56,98.96,-176.16,44.91,5.3,-269.82,RETRY
pay_004099_a2,0.2081,0.291,0.2515,0.1875,103.83,140.19,110.5,-156.43,36.36,6.67,-260.26,RETRY
pay_004100_a1,0.2548,0.3653,0.2564,0.2064,127.17,177.3,112.94,-147.02,50.14,-14.23,-274.18,RETRY
pay_004101_a1,0.1556,0.2137,0.1805,0.1357,77.67,101.65,75.09,-182.29,23.98,-2.57,-259.95,RETRY
pay_004102_a1,0.2202,0.3301,0.2482,0.1748,109.9,159.7,108.85,-162.77,49.8,-1.05,-272.67,RETRY
pay_004103_a1,0.1999,0.3056,0.2217,0.1867,99.77,147.52,95.61,-156.85,47.74,-4.16,-256.62,RETRY
pay_004104_a1,0.1389,0.2396,0.1819,0.0633,69.29,114.58,75.78,-218.42,45.29,6.48,-287.71,RETRY
pay_004105_a2,0.1293,0.2237,0.1422,0.0918,64.5,106.64,55.98,-204.2,42.13,-8.52,-268.7,RETRY
pay_004106_a3,0.01,0.0842,0.01,0.01,4.99,37.01,-10.01,-245.01,32.02,-15.0,-250.0,RETRY
pay_004107_a4,0.01,0.0536,0.0144,0.01,4.99,21.76,-7.8,-245.01,16.77,-12.79,-250.0,RETRY
pay_004108_a1,0.9889,0.926,0.9744,0.9762,493.48,457.06,471.22,237.13,-36.42,-22.26,-256.35,WAIT
pay_004109_a1,0.8277,0.865,0.8524,0.7785,8276.13,8643.88,8507.85,7534.63,367.75,231.72,-741.5,RETRY
pay_004110_a2,0.7164,0.7674,0.7282,0.6587,7163.49,7668.66,7266.75,6336.42,505.18,103.27,-827.07,RETRY
pay_004111_a3,0.6824,0.7257,0.6952,0.6424,6823.04,7250.86,6935.92,6173.45,427.82,112.88,-649.59,RETRY
pay_004112_a4,0.6077,0.6515,0.618,0.5242,6075.93,6509.78,6164.03,4991.67,433.85,88.1,-1084.26,RETRY
pay_004113_a1,0.0736,0.2535,0.1602,0.1751,36.7,121.51,64.92,-162.6,84.81,28.22,-199.3,RETRY
pay_004114_a2,0.0489,0.2439,0.0951,0.1164,24.39,116.71,32.47,-191.9,92.32,8.08,-216.28,RETRY
pay_004115_a3,0.0405,0.2392,0.1288,0.1203,20.22,114.37,49.27,-189.95,94.15,29.05,-210.17,RETRY
pay_004116_a4,0.01,0.0977,0.01,0.01,4.99,43.76,-10.01,-245.01,38.77,-15.0,-250.0,RETRY
pay_004117_a1,0.1278,0.296,0.1995,0.2303,63.77,142.71,84.54,-135.06,78.95,20.77,-198.82,RETRY
pay_004118_a1,0.052,0.2369,0.1444,0.1482,25.95,113.2,57.08,-176.05,87.25,31.13,-202.0,RETRY
pay_004119_a1,0.6857,0.6686,0.6733,0.7099,2056.36,2000.01,2004.08,1879.07,-56.35,-52.28,-177.29,WAIT
pay_004120_a1,0.6252,0.6496,0.6569,0.6193,1874.99,1943.27,1954.92,1607.37,68.28,79.93,-267.62,NUDGE
pay_004121_a2,0.5336,0.5472,0.5492,0.551,1600.26,1636.14,1631.97,1402.32,35.88,31.71,-197.94,RETRY
pay_004122_a1,0.4101,0.4253,0.4048,0.4429,1229.96,1270.33,1198.99,1078.14,40.37,-30.97,-151.82,RETRY
pay_004123_a2,0.3481,0.3437,0.3484,0.3665,1044.09,1025.85,1029.91,849.02,-18.24,-14.19,-195.08,WAIT
pay_004124_a1,0.3754,0.3765,0.3775,0.3651,1125.84,1124.05,1117.26,845.06,-1.79,-8.58,-280.79,WAIT
pay_004125_a1,0.3499,0.3505,0.3322,0.369,1049.29,1046.19,981.2,856.7,-3.1,-68.09,-192.59,WAIT
pay_004126_a2,0.3235,0.3503,0.3198,0.3449,970.06,1045.64,944.17,784.41,75.57,-25.9,-185.66,RETRY
pay_004127_a3,0.269,0.2776,0.2839,0.3033,806.88,827.42,836.38,659.55,20.55,29.5,-147.33,NUDGE
pay_004128_a1,0.3961,0.3885,0.3895,0.4293,1187.88,1160.11,1153.2,1037.61,-27.77,-34.68,-150.27,WAIT
pay_004129_a2,0.3246,0.3477,0.3358,0.3275,973.43,1037.62,991.96,732.24,64.2,18.53,-241.19,RETRY
pay_004130_a3,0.2696,0.2775,0.2453,0.2875,808.56,827.11,720.59,612.08,18.56,-87.97,-196.48,RETRY
pay_004131_a1,0.327,0.3268,0.3456,0.3514,980.66,974.95,1021.57,803.89,-5.7,40.91,-176.77,NUDGE
pay_004132_a2,0.3222,0.3436,0.308,0.2986,966.35,1025.42,908.69,645.36,59.07,-57.66,-320.99,RETRY
pay_004133_a3,0.2534,0.2323,0.2476,0.2889,759.84,691.6,727.56,616.5,-68.25,-32.29,-143.35,WAIT
pay_004134_a4,0.1608,0.1487,0.1403,0.1953,482.36,440.95,405.91,335.75,-41.41,-76.45,-146.61,WAIT
pay_004135_a1,0.6972,0.7513,0.5746,0.7097,3485.46,3750.83,2857.37,3297.98,265.37,-628.08,-187.48,RETRY
pay_004136_a2,0.6273,0.7014,0.535,0.649,3135.71,3501.21,2659.34,2994.51,365.5,-476.37,-141.19,RETRY
pay_004137_a1,0.7561,0.8153,0.682,0.7341,3779.95,4070.78,3394.48,3419.84,290.83,-385.47,-360.11,RETRY
pay_004138_a2,0.6769,0.7369,0.5917,0.6873,3383.81,3678.94,2942.94,3185.58,295.13,-440.87,-198.23,RETRY
pay_004139_a1,0.7814,0.8767,0.7121,0.805,3906.37,4377.53,3544.57,3774.04,471.16,-361.8,-132.33,RETRY
pay_004140_a2,0.744,0.7923,0.6644,0.7544,3719.11,3955.55,3306.22,3521.38,236.44,-412.89,-197.73,RETRY
pay_004141_a1,0.7139,0.7818,0.5991,0.761,3568.69,3903.24,2980.0,3554.48,334.55,-588.69,-14.21,RETRY
pay_004142_a2,0.6259,0.6751,0.5211,0.6466,3128.86,3369.62,2589.85,2982.26,240.76,-539.01,-146.6,RETRY
pay_004143_a3,0.5903,0.6591,0.4676,0.5871,2950.8,3289.77,2322.57,2685.07,338.97,-628.23,-265.73,RETRY
pay_004144_a4,0.4972,0.5549,0.4276,0.5064,2485.27,2768.8,2122.57,2281.41,283.54,-362.7,-203.86,RETRY
pay_004145_a1,0.6365,0.6988,0.5182,0.6293,3181.93,3488.49,2575.48,2896.01,306.56,-606.45,-285.92,RETRY
pay_004146_a2,0.5537,0.6211,0.4636,0.523,2768.16,3099.86,2302.42,2364.56,331.71,-465.74,-403.59,RETRY
pay_004147_a1,0.5512,0.5722,0.4635,0.5615,2755.21,2855.37,2301.99,2557.03,100.16,-453.22,-198.18,RETRY
pay_004148_a1,0.5582,0.6167,0.472,0.5495,2790.34,3077.91,2344.59,2496.96,287.57,-445.75,-293.38,RETRY
pay_004149_a1,0.3519,0.3708,0.4463,0.3174,175.6,180.03,207.72,-91.6,4.43,32.12,-267.2,NUDGE
pay_004150_a2,0.273,0.3006,0.3555,0.2751,136.23,144.98,162.37,-112.73,8.75,26.14,-248.97,NUDGE
pay_004151_a3,0.1859,0.2109,0.3078,0.1716,92.75,100.23,138.58,-164.37,7.48,45.83,-257.11,NUDGE
pay_004152_a1,0.3552,0.3693,0.4555,0.3765,177.23,179.28,212.3,-62.15,2.06,35.07,-239.37,NUDGE
pay_004153_a2,0.2744,0.2611,0.3554,0.3282,136.94,125.29,162.37,-86.25,-11.65,25.43,-223.19,NUDGE
pay_004154_a1,0.4568,0.4904,0.574,0.4457,227.95,239.72,271.44,-27.59,11.77,43.48,-255.55,NUDGE
pay_004155_a2,0.3954,0.4289,0.4985,0.4244,197.3,209.0,233.73,-38.23,11.7,36.44,-235.53,NUDGE
pay_004156_a1,0.3417,0.3476,0.4149,0.3525,170.51,168.43,192.04,-74.09,-2.08,21.53,-244.6,NUDGE
pay_004157_a1,0.3746,0.4056,0.4908,0.3437,186.93,197.4,229.92,-78.47,10.47,42.99,-265.4,NUDGE
pay_004158_a2,0.3507,0.3559,0.4378,0.3861,175.01,172.59,203.44,-57.32,-2.42,28.43,-232.33,NUDGE
pay_004159_a1,0.3887,0.38,0.4796,0.3843,193.98,184.64,224.34,-58.22,-9.34,30.36,-252.2,NUDGE
pay_004160_a1,0.1887,0.2301,0.3164,0.1983,94.16,109.83,142.89,-151.03,15.67,48.73,-245.19,NUDGE
pay_004161_a1,0.3122,0.4465,0.3734,0.3064,155.77,217.8,171.32,-97.12,62.03,15.56,-252.89,RETRY
pay_004162_a1,0.3239,0.4972,0.4134,0.3057,161.63,243.11,191.3,-97.44,81.49,29.67,-259.06,RETRY
pay_004163_a2,0.2432,0.3892,0.3298,0.2454,121.36,189.19,149.58,-127.55,67.82,28.22,-248.91,RETRY
pay_004164_a3,0.1814,0.3363,0.2625,0.1587,90.51,162.82,116.0,-170.78,72.32,25.49,-261.29,RETRY
pay_004165_a4,0.0868,0.248,0.1876,0.0496,43.32,118.73,78.61,-225.26,75.41,35.29,-268.58,RETRY
pay_004166_a1,0.3656,0.5579,0.4375,0.3254,182.42,273.38,203.29,-87.64,90.96,20.88,-270.06,RETRY
pay_004167_a2,0.3663,0.5483,0.4238,0.3301,182.8,268.6,196.46,-85.3,85.8,13.66,-268.11,RETRY
pay_004168_a3,0.2494,0.4364,0.3081,0.2203,124.47,212.76,138.76,-140.09,88.29,14.29,-264.57,RETRY
pay_004169_a1,0.4162,0.6032,0.4553,0.4118,207.69,296.02,212.18,-44.51,88.32,4.49,-252.2,RETRY
pay_004170_a1,0.3719,0.5154,0.4485,0.3492,185.56,252.18,208.81,-75.73,66.62,23.25,-261.29,RETRY
pay_004171_a2,0.3334,0.4842,0.3989,0.3048,166.38,236.63,184.04,-97.89,70.25,17.66,-264.27,RETRY
pay_004172_a3,0.2966,0.4291,0.3657,0.3093,147.99,209.13,167.49,-95.68,61.14,19.5,-243.67,RETRY
pay_004173_a4,0.1842,0.3334,0.2657,0.2018,91.89,161.38,117.57,-149.32,69.49,25.68,-241.22,RETRY
pay_004174_a1,0.1543,0.3183,0.2237,0.1852,77.02,153.82,96.62,-157.61,76.8,19.6,-234.62,RETRY
pay_004175_a2,0.0752,0.2361,0.1659,0.0768,37.54,112.81,67.77,-211.66,75.26,30.22,-249.2,RETRY
pay_004176_a3,0.0701,0.2571,0.1191,0.045,34.98,123.29,44.45,-227.53,88.31,9.47,-262.51,RETRY
pay_004177_a1,0.4797,0.7158,0.4853,0.4704,479.23,710.06,469.83,219.91,230.83,-9.4,-259.32,RETRY
pay_004178_a2,0.4465,0.7544,0.4141,0.45,446.05,748.63,398.7,199.57,302.58,-47.35,-246.48,RETRY
pay_004179_a3,0.3587,0.6215,0.3415,0.363,358.31,615.91,326.14,112.64,257.6,-32.17,-245.67,RETRY
pay_004180_a1,0.3092,0.5733,0.285,0.326,308.93,567.76,269.75,75.66,258.83,-39.19,-233.27,RETRY
pay_004181_a2,0.2062,0.4759,0.1695,0.17,205.98,470.45,154.35,-80.2,264.47,-51.64,-286.18,RETRY
pay_004182_a1,0.4513,0.6754,0.3989,0.436,450.88,669.69,383.52,185.52,218.8,-67.36,-265.36,RETRY
pay_004183_a1,0.3371,0.6064,0.3318,0.3129,336.78,600.76,316.42,62.55,263.98,-20.36,-274.23,RETRY
pay_004184_a1,0.2579,0.5195,0.2411,0.1983,257.65,513.98,225.9,-51.87,256.33,-31.74,-309.52,RETRY
pay_004185_a1,0.8961,0.9815,0.99,0.8135,4479.38,4901.55,4934.01,3816.45,422.17,454.63,-662.93,NUDGE
pay_004186_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004187_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004188_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004189_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004190_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004191_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004192_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004193_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004194_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004195_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004196_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004197_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004198_a4,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004199_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004200_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004201_a3,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004202_a4,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004203_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004204_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004205_a1,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004206_a2,0.01,0.01,0.01,0.01,19.99,14.99,4.99,-230.01,-5.0,-15.0,-250.0,WAIT
pay_004207_a1,0.3068,0.5047,0.4355,0.341,459.85,751.58,637.88,261.2,291.73,178.02,-198.65,RETRY
pay_004208_a1,0.2721,0.4685,0.4042,0.2701,407.86,697.24,590.89,154.88,289.38,183.03,-252.98,RETRY
pay_004209_a2,0.2416,0.429,0.3701,0.283,362.09,638.03,539.81,174.29,275.94,177.73,-187.8,RETRY
pay_004210_a3,0.1746,0.3824,0.2767,0.1924,261.7,568.25,399.76,38.44,306.55,138.06,-223.26,RETRY
pay_004211_a1,0.3292,0.5361,0.4563,0.3893,493.46,798.55,668.92,333.61,305.09,175.46,-159.85,RETRY
pay_004212_a2,0.2325,0.4139,0.3559,0.2157,348.47,615.48,518.52,73.32,267.01,170.05,-275.15,RETRY
pay_004213_a3,0.1632,0.3454,0.2971,0.1925,244.59,512.77,430.33,38.51,268.18,185.74,-206.08,RETRY
pay_004214_a1,0.2356,0.4646,0.3782,0.2782,353.14,691.4,551.97,166.99,338.25,198.83,-186.15,RETRY
pay_004215_a2,0.1564,0.3732,0.2682,0.1693,234.39,554.36,387.04,3.74,319.96,152.65,-230.66,RETRY
pay_004216_a1,0.0586,0.2755,0.199,0.0443,87.84,408.03,283.26,-183.64,320.19,195.42,-271.48,RETRY
pay_004217_a2,0.01,0.194,0.1618,0.01,14.99,285.76,227.49,-235.01,270.77,212.5,-250.0,RETRY
pay_004218_a1,0.1099,0.3343,0.2119,0.1495,164.67,496.16,302.63,-25.83,331.5,137.96,-190.49,RETRY
pay_004219_a2,0.01,0.2004,0.1289,0.0391,14.99,295.35,178.21,-191.38,280.36,163.22,-206.37,RETRY
pay_004220_a3,0.01,0.2087,0.0669,0.01,14.99,307.88,85.3,-235.01,292.89,70.31,-250.0,RETRY
pay_004221_a1,0.01,0.2091,0.1418,0.0307,14.99,308.43,197.51,-204.0,293.44,182.52,-218.99,RETRY
pay_004222_a1,0.01,0.1381,0.0784,0.01,14.99,202.0,102.47,-235.01,187.01,87.48,-250.0,RETRY
pay_004223_a1,0.2467,0.2742,0.5745,0.1873,369.76,406.01,846.11,30.83,36.25,476.35,-338.93,NUDGE
pay_004224_a2,0.1989,0.2137,0.5333,0.1211,298.2,315.36,784.41,-68.41,17.15,486.21,-366.61,NUDGE
pay_004225_a3,0.133,0.1734,0.4501,0.1092,199.4,254.99,659.77,-86.36,55.59,460.37,-285.76,NUDGE
pay_004226_a4,0.0616,0.0854,0.3945,0.01,92.35,122.97,576.32,-235.01,30.62,483.96,-327.36,NUDGE
pay_004227_a1,0.2158,0.2541,0.532,0.168,323.44,375.84,782.53,1.76,52.41,459.09,-321.68,NUDGE
pay_004228_a2,0.1623,0.2385,0.4935,0.0778,243.29,352.57,724.7,-133.33,109.27,481.41,-376.62,NUDGE
pay_004229_a3,0.0934,0.0901,0.4197,0.019,140.06,130.12,614.1,-221.46,-9.94,474.04,-361.53,NUDGE
pay_004230_a1,0.2334,0.2722,0.5357,0.1737,349.87,403.06,788.05,10.44,53.19,438.18,-339.43,NUDGE
pay_004231_a1,0.1339,0.1576,0.4618,0.0317,200.73,231.21,677.29,-202.45,30.48,476.56,-403.18,NUDGE
pay_004232_a2,0.0932,0.1223,0.4129,0.0304,139.76,178.38,603.98,-204.46,38.62,464.21,-344.22,NUDGE
pay_004233_a1,0.2795,0.3279,0.6294,0.1961,418.94,486.47,928.44,43.91,67.52,509.5,-375.04,NUDGE
pay_004234_a2,0.2543,0.3006,0.5834,0.2191,381.26,445.66,859.49,78.47,64.4,478.22,-302.79,NUDGE
pay_004235_a3,0.1402,0.1803,0.4377,0.0689,210.21,265.27,641.18,-146.74,55.07,430.97,-356.95,NUDGE
pay_004236_a4,0.0855,0.1159,0.4231,0.0112,128.11,168.77,619.22,-233.27,40.67,491.11,-361.37,NUDGE
pay_004237_a1,0.2837,0.2969,0.6028,0.1728,425.27,439.99,888.53,8.97,14.72,463.26,-416.3,NUDGE
