payment_id,billing_cycle_id,customer_id,subscription_id,amount,payment_method,failure_reason,attempt_number,cumulative_failures,consecutive_failed_cycles,dynamic_success_rate,days_active,notification_engagement_score,contact_response_score
pay_006640_a1,cyc_000660_004,cust_000660,sub_000660,999,upi,expired_card,1,7,3,0.125,187,0.3336,0.3724
pay_006641_a2,cyc_000660_004,cust_000660,sub_000660,999,upi,expired_card,2,7,3,0.125,187,0.3336,0.3724
pay_006642_a3,cyc_000660_004,cust_000660,sub_000660,999,upi,expired_card,3,7,3,0.125,187,0.3336,0.3724
pay_006643_a4,cyc_000660_004,cust_000660,sub_000660,999,upi,expired_card,4,7,3,0.125,187,0.3336,0.3724
pay_006644_a1,cyc_000660_005,cust_000660,sub_000660,999,upi,bank_decline,1,8,4,0.111,217,0.3336,0.3724
pay_006645_a1,cyc_000660_006,cust_000660,sub_000660,999,upi,insufficient_funds,1,9,5,0.1,247,0.3336,0.3724
pay_006646_a2,cyc_000660_006,cust_000660,sub_000660,999,upi,insufficient_funds,2,9,5,0.1,247,0.3336,0.3724
pay_006647_a1,cyc_000660_007,cust_000660,sub_000660,999,upi,bank_decline,1,10,6,0.091,277,0.3336,0.3724
pay_006648_a1,cyc_000660_008,cust_000660,sub_000660,999,upi,insufficient_funds,1,11,7,0.083,307,0.3336,0.3724
pay_006649_a1,cyc_000660_009,cust_000660,sub_000660,999,upi,network_error,1,12,8,0.077,337,0.3336,0.3724
pay_006650_a2,cyc_000660_009,cust_000660,sub_000660,999,upi,network_error,2,12,8,0.077,337,0.3336,0.3724
pay_006651_a3,cyc_000660_009,cust_000660,sub_000660,999,upi,network_error,3,12,8,0.077,337,0.3336,0.3724
pay_006652_a4,cyc_000660_009,cust_000660,sub_000660,999,upi,network_error,4,12,8,0.077,337,0.3336,0.3724
pay_006653_a1,cyc_000660_011,cust_000660,sub_000660,999,upi,bank_decline,1,13,0,0.133,397,0.3336,0.3724
pay_006654_a2,cyc_000660_011,cust_000660,sub_000660,999,upi,bank_decline,2,13,0,0.133,397,0.3336,0.3724
pay_006655_a3,cyc_000660_011,cust_000660,sub_000660,999,upi,bank_decline,3,13,0,0.133,397,0.3336,0.3724
pay_006656_a4,cyc_000660_011,cust_000660,sub_000660,999,upi,bank_decline,4,13,0,0.133,397,0.3336,0.3724
pay_006657_a1,cyc_000660_012,cust_000660,sub_000660,999,upi,network_error,1,14,1,0.125,427,0.3336,0.3724
pay_006658_a1,cyc_000661_001,cust_000661,sub_000661,1999,card,insufficient_funds,1,7,0,0.125,592,0.2445,0.1699
pay_006659_a1,cyc_000661_004,cust_000661,sub_000661,1999,card,authentication_failure,1,8,0,0.273,682,0.2445,0.1699
pay_006660_a2,cyc_000661_004,cust_000661,sub_000661,1999,card,authentication_failure,2,8,0,0.273,682,0.2445,0.1699
pay_006661_a3,cyc_000661_004,cust_000661,sub_000661,1999,card,authentication_failure,3,8,0,0.273,682,0.2445,0.1699
pay_006662_a4,cyc_000661_004,cust_000661,sub_000661,1999,card,authentication_failure,4,8,0,0.273,682,0.2445,0.1699
pay_006663_a1,cyc_000661_005,cust_000661,sub_000661,1999,card,insufficient_funds,1,9,1,0.25,712,0.2445,0.1699
pay_006664_a1,cyc_000661_006,cust_000661,sub_000661,1999,card,temporary_bank_issue,1,10,2,0.231,742,0.2445,0.1699
pay_006665_a2,cyc_000661_006,cust_000661,sub_000661,1999,card,temporary_bank_issue,2,10,2,0.231,742,0.2445,0.1699
pay_006666_a3,cyc_000661_006,cust_000661,sub_000661,1999,card,temporary_bank_issue,3,10,2,0.231,742,0.2445,0.1699
pay_006667_a4,cyc_000661_006,cust_000661,sub_000661,1999,card,temporary_bank_issue,4,10,2,0.231,742,0.2445,0.1699
pay_006668_a1,cyc_000661_007,cust_000661,sub_000661,1999,card,authentication_failure,1,11,3,0.214,772,0.2445,0.1699
pay_006669_a2,cyc_000661_007,cust_000661,sub_000661,1999,card,authentication_failure,2,11,3,0.214,772,0.2445,0.1699
pay_006670_a3,cyc_000661_007,cust_000661,sub_000661,1999,card,authentication_failure,3,11,3,0.214,772,0.2445,0.1699
pay_006671_a1,cyc_000661_008,cust_000661,sub_000661,1999,card,bank_decline,1,12,4,0.2,802,0.2445,0.1699
pay_006672_a2,cyc_000661_008,cust_000661,sub_000661,1999,card,bank_decline,2,12,4,0.2,802,0.2445,0.1699
pay_006673_a3,cyc_000661_008,cust_000661,sub_000661,1999,card,bank_decline,3,12,4,0.2,802,0.2445,0.1699
pay_006674_a4,cyc_000661_008,cust_000661,sub_000661,1999,card,bank_decline,4,12,4,0.2,802,0.2445,0.1699
pay_006675_a1,cyc_000661_009,cust_000661,sub_000661,1999,card,network_error,1,13,5,0.188,832,0.2445,0.1699
pay_006676_a2,cyc_000661_009,cust_000661,sub_000661,1999,card,network_error,2,13,5,0.188,832,0.2445,0.1699
pay_006677_a3,cyc_000661_009,cust_000661,sub_000661,1999,card,network_error,3,13,5,0.188,832,0.2445,0.1699
pay_006678_a1,cyc_000661_010,cust_000661,sub_000661,1999,card,bank_decline,1,14,6,0.176,862,0.2445,0.1699
pay_006679_a2,cyc_000661_010,cust_000661,sub_000661,1999,card,bank_decline,2,14,6,0.176,862,0.2445,0.1699
pay_006680_a3,cyc_000661_010,cust_000661,sub_000661,1999,card,bank_decline,3,14,6,0.176,862,0.2445,0.1699
pay_006681_a4,cyc_000661_010,cust_000661,sub_000661,1999,card,bank_decline,4,14,6,0.176,862,0.2445,0.1699
pay_006682_a1,cyc_000661_011,cust_000661,sub_000661,1999,card,insufficient_funds,1,15,7,0.167,892,0.2445,0.1699
pay_006683_a2,cyc_000661_011,cust_000661,sub_000661,1999,card,insufficient_funds,2,15,7,0.167,892,0.2445,0.1699
pay_006684_a1,cyc_000661_012,cust_000661,sub_000661,1999,card,bank_decline,1,16,8,0.158,922,0.2445,0.1699
pay_006685_a1,cyc_000663_003,cust_000663,sub_000663,799,upi,network_error,1,2,0,0.75,132,0.281,0.3516
pay_006686_a2,cyc_000663_003,cust_000663,sub_000663,799,upi,network_error,2,2,0,0.75,132,0.281,0.3516
pay_006687_a3,cyc_000663_003,cust_000663,sub_000663,799,upi,network_error,3,2,0,0.75,132,0.281,0.3516
pay_006688_a4,cyc_000663_003,cust_000663,sub_000663,799,upi,network_error,4,2,0,0.75,132,0.281,0.3516
pay_006689_a1,cyc_000664_001,cust_000664,sub_000664,1499,card,network_error,1,4,0,0.333,291,1.0,0.3665
pay_006690_a1,cyc_000664_002,cust_000664,sub_000664,1499,card,insufficient_funds,1,5,1,0.286,321,1.0,0.3665
pay_006691_a1,cyc_000664_003,cust_000664,sub_000664,1499,card,network_error,1,6,2,0.25,351,1.0,0.3665
pay_006692_a2,cyc_000664_003,cust_000664,sub_000664,1499,card,network_error,2,6,2,0.25,351,1.0,0.3665
pay_006693_a3,cyc_000664_003,cust_000664,sub_000664,1499,card,network_error,3,6,2,0.25,351,1.0,0.3665
pay_006694_a1,cyc_000664_004,cust_000664,sub_000664,1499,card,authentication_failure,1,7,3,0.222,381,1.0,0.3665
pay_006695_a2,cyc_000664_004,cust_000664,sub_000664,1499,card,authentication_failure,2,7,3,0.222,381,1.0,0.3665
pay_006696_a1,cyc_000664_005,cust_000664,sub_000664,1499,card,temporary_bank_issue,1,8,4,0.2,411,1.0,0.3665
pay_006697_a1,cyc_000664_006,cust_000664,sub_000664,1499,card,bank_decline,1,9,5,0.182,441,1.0,0.3665
pay_006698_a2,cyc_000664_006,cust_000664,sub_000664,1499,card,bank_decline,2,9,5,0.182,441,1.0,0.3665
pay_006699_a1,cyc_000664_007,cust_000664,sub_000664,1499,card,bank_decline,1,10,6,0.167,471,1.0,0.3665
pay_006700_a2,cyc_000664_007,cust_000664,sub_000664,1499,card,bank_decline,2,10,6,0.167,471,1.0,0.3665
pay_006701_a1,cyc_000664_008,cust_000664,sub_000664,1499,card,bank_decline,1,11,7,0.154,501,1.0,0.3665
pay_006702_a2,cyc_000664_008,cust_000664,sub_000664,1499,card,bank_decline,2,11,7,0.154,501,1.0,0.3665
pay_006703_a1,cyc_000664_009,cust_000664,sub_000664,1499,card,authentication_failure,1,12,8,0.143,531,1.0,0.3665
pay_006704_a2,cyc_000664_009,cust_000664,sub_000664,1499,card,authentication_failure,2,12,8,0.143,531,1.0,0.3665
pay_006705_a3,cyc_000664_009,cust_000664,sub_000664,1499,card,authentication_failure,3,12,8,0.143,531,1.0,0.3665
pay_006706_a4,cyc_000664_009,cust_000664,sub_000664,1499,card,authentication_failure,4,12,8,0.143,531,1.0,0.3665
pay_006707_a1,cyc_000664_010,cust_000664,sub_000664,1499,card,insufficient_funds,1,13,9,0.133,561,1.0,0.3665
pay_006708_a2,cyc_000664_010,cust_000664,sub_000664,1499,card,insufficient_funds,2,13,9,0.133,561,1.0,0.3665
pay_006709_a1,cyc_000664_011,cust_000664,sub_000664,1499,card,insufficient_funds,1,14,10,0.125,591,1.0,0.3665
pay_006710_a1,cyc_000664_012,cust_000664,sub_000664,1499,card,bank_decline,1,15,11,0.118,621,1.0,0.3665
pay_006711_a1,cyc_000665_001,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,6,0,0.25,453,0.3796,0.5033
pay_006712_a1,cyc_000665_002,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,7,1,0.222,483,0.3796,0.5033
pay_006713_a2,cyc_000665_002,cust_000665,sub_000665,999,netbanking,insufficient_funds,2,7,1,0.222,483,0.3796,0.5033
pay_006714_a1,cyc_000665_003,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,8,2,0.2,513,0.3796,0.5033
pay_006715_a2,cyc_000665_003,cust_000665,sub_000665,999,netbanking,insufficient_funds,2,8,2,0.2,513,0.3796,0.5033
pay_006716_a3,cyc_000665_003,cust_000665,sub_000665,999,netbanking,insufficient_funds,3,8,2,0.2,513,0.3796,0.5033
pay_006717_a4,cyc_000665_003,cust_000665,sub_000665,999,netbanking,insufficient_funds,4,8,2,0.2,513,0.3796,0.5033
pay_006718_a1,cyc_000665_004,cust_000665,sub_000665,999,netbanking,temporary_bank_issue,1,9,3,0.182,543,0.3796,0.5033
pay_006719_a1,cyc_000665_005,cust_000665,sub_000665,999,netbanking,expired_card,1,10,4,0.167,573,0.3796,0.5033
pay_006720_a2,cyc_000665_005,cust_000665,sub_000665,999,netbanking,expired_card,2,10,4,0.167,573,0.3796,0.5033
pay_006721_a1,cyc_000665_006,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,11,5,0.154,603,0.3796,0.5033
pay_006722_a1,cyc_000665_007,cust_000665,sub_000665,999,netbanking,temporary_bank_issue,1,12,6,0.143,633,0.3796,0.5033
pay_006723_a1,cyc_000665_008,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,13,7,0.133,663,0.3796,0.5033
pay_006724_a2,cyc_000665_008,cust_000665,sub_000665,999,netbanking,insufficient_funds,2,13,7,0.133,663,0.3796,0.5033
pay_006725_a1,cyc_000665_009,cust_000665,sub_000665,999,netbanking,network_error,1,14,8,0.125,693,0.3796,0.5033
pay_006726_a2,cyc_000665_009,cust_000665,sub_000665,999,netbanking,network_error,2,14,8,0.125,693,0.3796,0.5033
pay_006727_a1,cyc_000665_010,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,15,9,0.118,723,0.3796,0.5033
pay_006728_a2,cyc_000665_010,cust_000665,sub_000665,999,netbanking,insufficient_funds,2,15,9,0.118,723,0.3796,0.5033
pay_006729_a1,cyc_000665_011,cust_000665,sub_000665,999,netbanking,bank_decline,1,16,10,0.111,753,0.3796,0.5033
pay_006730_a1,cyc_000665_012,cust_000665,sub_000665,999,netbanking,insufficient_funds,1,17,11,0.105,783,0.3796,0.5033
pay_006731_a2,cyc_000665_012,cust_000665,sub_000665,999,netbanking,insufficient_funds,2,17,11,0.105,783,0.3796,0.5033
pay_006732_a1,cyc_000666_002,cust_000666,sub_000666,4999,netbanking,authentication_failure,1,6,0,0.4,514,0.239,0.5195
pay_006733_a1,cyc_000666_003,cust_000666,sub_000666,4999,netbanking,expired_card,1,7,1,0.364,544,0.239,0.5195
pay_006734_a2,cyc_000666_003,cust_000666,sub_000666,4999,netbanking,expired_card,2,7,1,0.364,544,0.239,0.5195
pay_006735_a3,cyc_000666_003,cust_000666,sub_000666,4999,netbanking,expired_card,3,7,1,0.364,544,0.239,0.5195
pay_006736_a1,cyc_000666_006,cust_000666,sub_000666,4999,netbanking,authentication_failure,1,8,0,0.429,634,0.239,0.5195
pay_006737_a1,cyc_000666_007,cust_000666,sub_000666,4999,netbanking,network_error,1,9,1,0.4,664,0.239,0.5195
pay_006738_a2,cyc_000666_007,cust_000666,sub_000666,4999,netbanking,network_error,2,9,1,0.4,664,0.239,0.5195
pay_006739_a1,cyc_000666_008,cust_000666,sub_000666,4999,netbanking,insufficient_funds,1,10,2,0.375,694,0.239,0.5195
pay_006740_a2,cyc_000666_008,cust_000666,sub_000666,4999,netbanking,insufficient_funds,2,10,2,0.375,694,0.239,0.5195
pay_006741_a3,cyc_000666_008,cust_000666,sub_000666,4999,netbanking,insufficient_funds,3,10,2,0.375,694,0.239,0.5195
pay_006742_a1,cyc_000666_009,cust_000666,sub_000666,4999,netbanking,network_error,1,11,3,0.353,724,0.239,0.5195
pay_006743_a1,cyc_000666_010,cust_000666,sub_000666,4999,netbanking,insufficient_funds,1,12,4,0.333,754,0.239,0.5195
pay_006744_a1,cyc_000666_011,cust_000666,sub_000666,4999,netbanking,authentication_failure,1,13,5,0.316,784,0.239,0.5195
pay_006745_a2,cyc_000666_011,cust_000666,sub_000666,4999,netbanking,authentication_failure,2,13,5,0.316,784,0.239,0.5195
pay_006746_a3,cyc_000666_011,cust_000666,sub_000666,4999,netbanking,authentication_failure,3,13,5,0.316,784,0.239,0.5195
pay_006747_a1,cyc_000666_012,cust_000666,sub_000666,4999,netbanking,bank_decline,1,14,6,0.3,814,0.239,0.5195
pay_006748_a2,cyc_000666_012,cust_000666,sub_000666,4999,netbanking,bank_decline,2,14,6,0.3,814,0.239,0.5195
pay_006749_a1,cyc_000667_001,cust_000667,sub_000667,9999,card,expired_card,1,5,0,0.545,379,0.5664,0.2074
pay_006750_a2,cyc_000667_001,cust_000667,sub_000667,9999,card,expired_card,2,5,0,0.545,379,0.5664,0.2074
pay_006751_a1,cyc_000667_003,cust_000667,sub_000667,9999,card,network_error,1,6,0,0.538,439,0.5664,0.2074
pay_006752_a2,cyc_000667_003,cust_000667,sub_000667,9999,card,network_error,2,6,0,0.538,439,0.5664,0.2074
pay_006753_a1,cyc_000667_006,cust_000667,sub_000667,9999,card,bank_decline,1,7,0,0.562,529,0.5664,0.2074
pay_006754_a2,cyc_000667_006,cust_000667,sub_000667,9999,card,bank_decline,2,7,0,0.562,529,0.5664,0.2074
pay_006755_a1,cyc_000667_009,cust_000667,sub_000667,9999,card,bank_decline,1,8,0,0.579,619,0.5664,0.2074
pay_006756_a2,cyc_000667_009,cust_000667,sub_000667,9999,card,bank_decline,2,8,0,0.579,619,0.5664,0.2074
pay_006757_a3,cyc_000667_009,cust_000667,sub_000667,9999,card,bank_decline,3,8,0,0.579,619,0.5664,0.2074
pay_006758_a4,cyc_000667_009,cust_000667,sub_000667,9999,card,bank_decline,4,8,0,0.579,619,0.5664,0.2074
pay_006759_a1,cyc_000667_012,cust_000667,sub_000667,9999,card,authentication_failure,1,9,0,0.591,709,0.5664,0.2074
pay_006760_a1,cyc_000669_001,cust_000669,sub_000669,799,netbanking,authentication_failure,1,0,0,1.0,778,0.7452,0.4052
pay_006761_a2,cyc_000669_001,cust_000669,sub_000669,799,netbanking,authentication_failure,2,0,0,1.0,778,0.7452,0.4052
pay_006762_a1,cyc_000670_001,cust_000670,sub_000670,1499,card,expired_card,1,7,0,0.125,351,0.0,0.4283
pay_006763_a2,cyc_000670_001,cust_000670,sub_000670,1499,card,expired_card,2,7,0,0.125,351,0.0,0.4283
pay_006764_a3,cyc_000670_001,cust_000670,sub_000670,1499,card,expired_card,3,7,0,0.125,351,0.0,0.4283
pay_006765_a1,cyc_000670_002,cust_000670,sub_000670,1499,card,bank_decline,1,8,1,0.111,381,0.0,0.4283
pay_006766_a2,cyc_000670_002,cust_000670,sub_000670,1499,card,bank_decline,2,8,1,0.111,381,0.0,0.4283
pay_006767_a3,cyc_000670_002,cust_000670,sub_000670,1499,card,bank_decline,3,8,1,0.111,381,0.0,0.4283
pay_006768_a1,cyc_000670_003,cust_000670,sub_000670,1499,card,bank_decline,1,9,2,0.1,411,0.0,0.4283
pay_006769_a2,cyc_000670_003,cust_000670,sub_000670,1499,card,bank_decline,2,9,2,0.1,411,0.0,0.4283
pay_006770_a1,cyc_000670_004,cust_000670,sub_000670,1499,card,authentication_failure,1,10,3,0.091,441,0.0,0.4283
pay_006771_a2,cyc_000670_004,cust_000670,sub_000670,1499,card,authentication_failure,2,10,3,0.091,441,0.0,0.4283
pay_006772_a1,cyc_000670_005,cust_000670,sub_000670,1499,card,bank_decline,1,11,4,0.083,471,0.0,0.4283
pay_006773_a2,cyc_000670_005,cust_000670,sub_000670,1499,card,bank_decline,2,11,4,0.083,471,0.0,0.4283
pay_006774_a3,cyc_000670_005,cust_000670,sub_000670,1499,card,bank_decline,3,11,4,0.083,471,0.0,0.4283
pay_006775_a4,cyc_000670_005,cust_000670,sub_000670,1499,card,bank_decline,4,11,4,0.083,471,0.0,0.4283
pay_006776_a1,cyc_000670_006,cust_000670,sub_000670,1499,card,temporary_bank_issue,1,12,5,0.077,501,0.0,0.4283
pay_006777_a2,cyc_000670_006,cust_000670,sub_000670,1499,card,temporary_bank_issue,2,12,5,0.077,501,0.0,0.4283
pay_006778_a1,cyc_000670_007,cust_000670,sub_000670,1499,card,expired_card,1,13,6,0.071,531,0.0,0.4283
pay_006779_a2,cyc_000670_007,cust_000670,sub_000670,1499,card,expired_card,2,13,6,0.071,531,0.0,0.4283
pay_006780_a3,cyc_000670_007,cust_000670,sub_000670,1499,card,expired_card,3,13,6,0.071,531,0.0,0.4283
pay_006781_a1,cyc_000670_008,cust_000670,sub_000670,1499,card,bank_decline,1,14,7,0.067,561,0.0,0.4283
pay_006782_a1,cyc_000670_009,cust_000670,sub_000670,1499,card,network_error,1,15,8,0.062,591,0.0,0.4283
pay_006783_a1,cyc_000670_010,cust_000670,sub_000670,1499,card,authentication_failure,1,16,9,0.059,621,0.0,0.4283
pay_006784_a2,cyc_000670_010,cust_000670,sub_000670,1499,card,authentication_failure,2,16,9,0.059,621,0.0,0.4283
pay_006785_a3,cyc_000670_010,cust_000670,sub_000670,1499,card,authentication_failure,3,16,9,0.059,621,0.0,0.4283
pay_006786_a1,cyc_000670_011,cust_000670,sub_000670,1499,card,network_error,1,17,10,0.056,651,0.0,0.4283
pay_006787_a2,cyc_000670_011,cust_000670,sub_000670,1499,card,network_error,2,17,10,0.056,651,0.0,0.4283
pay_006788_a3,cyc_000670_011,cust_000670,sub_000670,1499,card,network_error,3,17,10,0.056,651,0.0,0.4283
pay_006789_a4,cyc_000670_011,cust_000670,sub_000670,1499,card,network_error,4,17,10,0.056,651,0.0,0.4283
pay_006790_a1,cyc_000670_012,cust_000670,sub_000670,1499,card,network_error,1,18,11,0.053,681,0.0,0.4283
pay_006791_a1,cyc_000672_003,cust_000672,sub_000672,2999,wallet,insufficient_funds,1,2,0,0.846,757,0.6448,0.5116
pay_006792_a2,cyc_000672_003,cust_000672,sub_000672,2999,wallet,insufficient_funds,2,2,0,0.846,757,0.6448,0.5116
pay_006793_a3,cyc_000672_003,cust_000672,sub_000672,2999,wallet,insufficient_funds,3,2,0,0.846,757,0.6448,0.5116
pay_006794_a1,cyc_000672_004,cust_000672,sub_000672,2999,wallet,network_error,1,3,1,0.786,787,0.6448,0.5116
pay_006795_a2,cyc_000672_004,cust_000672,sub_000672,2999,wallet,network_error,2,3,1,0.786,787,0.6448,0.5116
pay_006796_a1,cyc_000672_006,cust_000672,sub_000672,2999,wallet,insufficient_funds,1,4,0,0.75,847,0.6448,0.5116
pay_006797_a1,cyc_000672_007,cust_000672,sub_000672,2999,wallet,insufficient_funds,1,5,1,0.706,877,0.6448,0.5116
pay_006798_a1,cyc_000672_012,cust_000672,sub_000672,2999,wallet,bank_decline,1,6,0,0.727,1027,0.6448,0.5116
pay_006799_a1,cyc_000674_001,cust_000674,sub_000674,2999,card,insufficient_funds,1,2,0,0.333,79,0.5909,0.5762
pay_006800_a1,cyc_000674_002,cust_000674,sub_000674,2999,card,expired_card,1,3,1,0.25,109,0.5909,0.5762
pay_006801_a2,cyc_000674_002,cust_000674,sub_000674,2999,card,expired_card,2,3,1,0.25,109,0.5909,0.5762
pay_006802_a3,cyc_000674_002,cust_000674,sub_000674,2999,card,expired_card,3,3,1,0.25,109,0.5909,0.5762
pay_006803_a1,cyc_000674_003,cust_000674,sub_000674,2999,card,bank_decline,1,4,2,0.2,139,0.5909,0.5762
pay_006804_a2,cyc_000674_003,cust_000674,sub_000674,2999,card,bank_decline,2,4,2,0.2,139,0.5909,0.5762
pay_006805_a3,cyc_000674_003,cust_000674,sub_000674,2999,card,bank_decline,3,4,2,0.2,139,0.5909,0.5762
pay_006806_a4,cyc_000674_003,cust_000674,sub_000674,2999,card,bank_decline,4,4,2,0.2,139,0.5909,0.5762
pay_006807_a1,cyc_000674_004,cust_000674,sub_000674,2999,card,bank_decline,1,5,3,0.167,169,0.5909,0.5762
pay_006808_a2,cyc_000674_004,cust_000674,sub_000674,2999,card,bank_decline,2,5,3,0.167,169,0.5909,0.5762
pay_006809_a3,cyc_000674_004,cust_000674,sub_000674,2999,card,bank_decline,3,5,3,0.167,169,0.5909,0.5762
pay_006810_a4,cyc_000674_004,cust_000674,sub_000674,2999,card,bank_decline,4,5,3,0.167,169,0.5909,0.5762
pay_006811_a1,cyc_000674_005,cust_000674,sub_000674,2999,card,authentication_failure,1,6,4,0.143,199,0.5909,0.5762
pay_006812_a2,cyc_000674_005,cust_000674,sub_000674,2999,card,authentication_failure,2,6,4,0.143,199,0.5909,0.5762
pay_006813_a3,cyc_000674_005,cust_000674,sub_000674,2999,card,authentication_failure,3,6,4,0.143,199,0.5909,0.5762
pay_006814_a4,cyc_000674_005,cust_000674,sub_000674,2999,card,authentication_failure,4,6,4,0.143,199,0.5909,0.5762
pay_006815_a1,cyc_000674_006,cust_000674,sub_000674,2999,card,insufficient_funds,1,7,5,0.125,229,0.5909,0.5762
pay_006816_a2,cyc_000674_006,cust_000674,sub_000674,2999,card,insufficient_funds,2,7,5,0.125,229,0.5909,0.5762
pay_006817_a1,cyc_000674_007,cust_000674,sub_000674,2999,card,authentication_failure,1,8,6,0.111,259,0.5909,0.5762
pay_006818_a2,cyc_000674_007,cust_000674,sub_000674,2999,card,authentication_failure,2,8,6,0.111,259,0.5909,0.5762
pay_006819_a3,cyc_000674_007,cust_000674,sub_000674,2999,card,authentication_failure,3,8,6,0.111,259,0.5909,0.5762
pay_006820_a1,cyc_000674_008,cust_000674,sub_000674,2999,card,insufficient_funds,1,9,7,0.1,289,0.5909,0.5762
pay_006821_a1,cyc_000674_009,cust_000674,sub_000674,2999,card,expired_card,1,10,8,0.091,319,0.5909,0.5762
pay_006822_a2,cyc_000674_009,cust_000674,sub_000674,2999,card,expired_card,2,10,8,0.091,319,0.5909,0.5762
pay_006823_a1,cyc_000674_010,cust_000674,sub_000674,2999,card,network_error,1,11,9,0.083,349,0.5909,0.5762
pay_006824_a1,cyc_000674_011,cust_000674,sub_000674,2999,card,expired_card,1,12,10,0.077,379,0.5909,0.5762
pay_006825_a1,cyc_000674_012,cust_000674,sub_000674,2999,card,authentication_failure,1,13,11,0.071,409,0.5909,0.5762
pay_006826_a1,cyc_000675_001,cust_000675,sub_000675,1999,card,authentication_failure,1,3,0,0.625,95,0.1817,0.5535
pay_006827_a2,cyc_000675_001,cust_000675,sub_000675,1999,card,authentication_failure,2,3,0,0.625,95,0.1817,0.5535
pay_006828_a3,cyc_000675_001,cust_000675,sub_000675,1999,card,authentication_failure,3,3,0,0.625,95,0.1817,0.5535
pay_006829_a1,cyc_000675_002,cust_000675,sub_000675,1999,card,insufficient_funds,1,4,1,0.556,125,0.1817,0.5535
pay_006830_a1,cyc_000675_003,cust_000675,sub_000675,1999,card,insufficient_funds,1,5,2,0.5,155,0.1817,0.5535
pay_006831_a2,cyc_000675_003,cust_000675,sub_000675,1999,card,insufficient_funds,2,5,2,0.5,155,0.1817,0.5535
pay_006832_a3,cyc_000675_003,cust_000675,sub_000675,1999,card,insufficient_funds,3,5,2,0.5,155,0.1817,0.5535
pay_006833_a1,cyc_000675_004,cust_000675,sub_000675,1999,card,expired_card,1,6,3,0.455,185,0.1817,0.5535
pay_006834_a1,cyc_000675_005,cust_000675,sub_000675,1999,card,bank_decline,1,7,4,0.417,215,0.1817,0.5535
pay_006835_a2,cyc_000675_005,cust_000675,sub_000675,1999,card,bank_decline,2,7,4,0.417,215,0.1817,0.5535
pay_006836_a1,cyc_000675_006,cust_000675,sub_000675,1999,card,insufficient_funds,1,8,5,0.385,245,0.1817,0.5535
pay_006837_a1,cyc_000675_007,cust_000675,sub_000675,1999,card,bank_decline,1,9,6,0.357,275,0.1817,0.5535
pay_006838_a1,cyc_000675_008,cust_000675,sub_000675,1999,card,insufficient_funds,1,10,7,0.333,305,0.1817,0.5535
pay_006839_a1,cyc_000675_009,cust_000675,sub_000675,1999,card,bank_decline,1,11,8,0.312,335,0.1817,0.5535
pay_006840_a1,cyc_000676_006,cust_000676,sub_000676,1499,upi,network_error,1,3,0,0.769,270,0.273,0.1896
pay_006841_a2,cyc_000676_006,cust_000676,sub_000676,1499,upi,network_error,2,3,0,0.769,270,0.273,0.1896
pay_006842_a3,cyc_000676_006,cust_000676,sub_000676,1499,upi,network_error,3,3,0,0.769,270,0.273,0.1896
pay_006843_a4,cyc_000676_006,cust_000676,sub_000676,1499,upi,network_error,4,3,0,0.769,270,0.273,0.1896
pay_006844_a1,cyc_000677_008,cust_000677,sub_000677,799,upi,authentication_failure,1,4,0,0.714,772,0.241,0.7383
pay_006845_a2,cyc_000677_008,cust_000677,sub_000677,799,upi,authentication_failure,2,4,0,0.714,772,0.241,0.7383
pay_006846_a1,cyc_000677_009,cust_000677,sub_000677,799,upi,bank_decline,1,5,1,0.667,802,0.241,0.7383
pay_006847_a2,cyc_000677_009,cust_000677,sub_000677,799,upi,bank_decline,2,5,1,0.667,802,0.241,0.7383
pay_006848_a3,cyc_000677_009,cust_000677,sub_000677,799,upi,bank_decline,3,5,1,0.667,802,0.241,0.7383
pay_006849_a4,cyc_000677_009,cust_000677,sub_000677,799,upi,bank_decline,4,5,1,0.667,802,0.241,0.7383
pay_006850_a1,cyc_000677_010,cust_000677,sub_000677,799,upi,network_error,1,6,2,0.625,832,0.241,0.7383
pay_006851_a2,cyc_000677_010,cust_000677,sub_000677,799,upi,network_error,2,6,2,0.625,832,0.241,0.7383
pay_006852_a3,cyc_000677_010,cust_000677,sub_000677,799,upi,network_error,3,6,2,0.625,832,0.241,0.7383
pay_006853_a4,cyc_000677_010,cust_000677,sub_000677,799,upi,network_error,4,6,2,0.625,832,0.241,0.7383
pay_006854_a1,cyc_000678_002,cust_000678,sub_000678,1499,card,insufficient_funds,1,9,0,0.308,366,0.3836,0.3929
pay_006855_a1,cyc_000678_003,cust_000678,sub_000678,1499,card,insufficient_funds,1,10,1,0.286,396,0.3836,0.3929
pay_006856_a2,cyc_000678_003,cust_000678,sub_000678,1499,card,insufficient_funds,2,10,1,0.286,396,0.3836,0.3929
pay_006857_a3,cyc_000678_003,cust_000678,sub_000678,1499,card,insufficient_funds,3,10,1,0.286,396,0.3836,0.3929
pay_006858_a4,cyc_000678_003,cust_000678,sub_000678,1499,card,insufficient_funds,4,10,1,0.286,396,0.3836,0.3929
