payment_id,amount,attempt_number,dynamic_success_rate,cumulative_failures,consecutive_failed_cycles,notification_engagement_score,contact_response_score,payment_method,failure_reason,assigned_T,realized_Y
pay_000653_a4,999,4,0.375,5,0,0.7833,0.4945,upi,bank_decline,ESCALATE,0
pay_000654_a1,999,1,0.333,6,1,0.7833,0.4945,upi,insufficient_funds,RETRY,0
pay_000655_a2,999,2,0.333,6,1,0.7833,0.4945,upi,insufficient_funds,RETRY,0
pay_000656_a3,999,3,0.333,6,1,0.7833,0.4945,upi,insufficient_funds,ESCALATE,0
pay_000657_a4,999,4,0.333,6,1,0.7833,0.4945,upi,insufficient_funds,RETRY_NUDGE,0
pay_000658_a1,999,1,0.3,7,2,0.7833,0.4945,upi,network_error,ESCALATE,0
pay_000659_a2,999,2,0.3,7,2,0.7833,0.4945,upi,network_error,RETRY_NUDGE,1
pay_000660_a3,999,3,0.3,7,2,0.7833,0.4945,upi,network_error,WAIT,0
pay_000661_a1,999,1,0.273,8,3,0.7833,0.4945,upi,bank_decline,RETRY,1
pay_000662_a2,999,2,0.273,8,3,0.7833,0.4945,upi,bank_decline,WAIT,0
pay_000663_a3,999,3,0.273,8,3,0.7833,0.4945,upi,bank_decline,RETRY,1
pay_000664_a1,999,1,0.25,9,4,0.7833,0.4945,upi,network_error,RETRY,0
pay_000665_a1,999,1,0.286,10,0,0.7833,0.4945,upi,authentication_failure,ESCALATE,0
pay_000666_a2,999,2,0.286,10,0,0.7833,0.4945,upi,authentication_failure,ESCALATE,1
pay_000667_a3,999,3,0.286,10,0,0.7833,0.4945,upi,authentication_failure,ESCALATE,0
pay_000668_a1,999,1,0.267,11,1,0.7833,0.4945,upi,bank_decline,WAIT,0
pay_000669_a1,999,1,0.25,12,2,0.7833,0.4945,upi,expired_card,RETRY,0
pay_000670_a2,999,2,0.25,12,2,0.7833,0.4945,upi,expired_card,RETRY_NUDGE,0
pay_000671_a3,999,3,0.25,12,2,0.7833,0.4945,upi,expired_card,ESCALATE,0
pay_000672_a1,999,1,0.235,13,3,0.7833,0.4945,upi,insufficient_funds,ESCALATE,0
pay_000673_a2,999,2,0.235,13,3,0.7833,0.4945,upi,insufficient_funds,ESCALATE,0
pay_000674_a1,999,1,0.222,14,4,0.7833,0.4945,upi,insufficient_funds,RETRY,0
pay_000675_a1,999,1,0.211,15,5,0.7833,0.4945,upi,bank_decline,RETRY_NUDGE,0
pay_000676_a2,999,2,0.211,15,5,0.7833,0.4945,upi,bank_decline,WAIT,0
pay_000677_a3,999,3,0.211,15,5,0.7833,0.4945,upi,bank_decline,RETRY,0
pay_000678_a1,4999,1,0.091,10,0,0.4169,0.6661,upi,insufficient_funds,ESCALATE,0
pay_000679_a1,4999,1,0.083,11,1,0.4169,0.6661,upi,insufficient_funds,RETRY_NUDGE,0
pay_000680_a2,4999,2,0.083,11,1,0.4169,0.6661,upi,insufficient_funds,WAIT,0
pay_000681_a3,4999,3,0.083,11,1,0.4169,0.6661,upi,insufficient_funds,ESCALATE,0
pay_000682_a4,4999,4,0.083,11,1,0.4169,0.6661,upi,insufficient_funds,RETRY_NUDGE,0
pay_000683_a1,4999,1,0.077,12,2,0.4169,0.6661,upi,network_error,WAIT,0
pay_000684_a2,4999,2,0.077,12,2,0.4169,0.6661,upi,network_error,ESCALATE,0
pay_000685_a3,4999,3,0.077,12,2,0.4169,0.6661,upi,network_error,WAIT,0
pay_000686_a1,4999,1,0.071,13,3,0.4169,0.6661,upi,network_error,RETRY,0
pay_000687_a1,4999,1,0.067,14,4,0.4169,0.6661,upi,authentication_failure,ESCALATE,0
pay_000688_a2,4999,2,0.067,14,4,0.4169,0.6661,upi,authentication_failure,WAIT,0
pay_000689_a3,4999,3,0.067,14,4,0.4169,0.6661,upi,authentication_failure,WAIT,0
pay_000690_a4,4999,4,0.067,14,4,0.4169,0.6661,upi,authentication_failure,RETRY_NUDGE,0
pay_000691_a1,4999,1,0.062,15,5,0.4169,0.6661,upi,insufficient_funds,WAIT,0
pay_000692_a2,4999,2,0.062,15,5,0.4169,0.6661,upi,insufficient_funds,RETRY_NUDGE,0
pay_000693_a3,4999,3,0.062,15,5,0.4169,0.6661,upi,insufficient_funds,RETRY_NUDGE,0
pay_000694_a4,4999,4,0.062,15,5,0.4169,0.6661,upi,insufficient_funds,RETRY,0
pay_000695_a1,4999,1,0.059,16,6,0.4169,0.6661,upi,network_error,ESCALATE,0
pay_000696_a2,4999,2,0.059,16,6,0.4169,0.6661,upi,network_error,RETRY,0
pay_000697_a3,4999,3,0.059,16,6,0.4169,0.6661,upi,network_error,RETRY,0
pay_000698_a4,4999,4,0.059,16,6,0.4169,0.6661,upi,network_error,RETRY,0
pay_000699_a1,4999,1,0.056,17,7,0.4169,0.6661,upi,insufficient_funds,RETRY_NUDGE,0
pay_000700_a2,4999,2,0.056,17,7,0.4169,0.6661,upi,insufficient_funds,RETRY_NUDGE,0
pay_000701_a1,4999,1,0.053,18,8,0.4169,0.6661,upi,network_error,WAIT,0
pay_000702_a1,4999,1,0.05,19,9,0.4169,0.6661,upi,insufficient_funds,WAIT,0
pay_000703_a1,4999,1,0.048,20,10,0.4169,0.6661,upi,network_error,RETRY_NUDGE,0
pay_000704_a1,4999,1,0.045,21,11,0.4169,0.6661,upi,authentication_failure,RETRY_NUDGE,0
pay_000705_a2,4999,2,0.045,21,11,0.4169,0.6661,upi,authentication_failure,WAIT,0
pay_000706_a3,4999,3,0.045,21,11,0.4169,0.6661,upi,authentication_failure,WAIT,0
pay_000707_a1,1999,1,1.0,0,0,0.35,0.3813,netbanking,authentication_failure,RETRY,1
pay_000708_a2,1999,2,1.0,0,0,0.35,0.3813,netbanking,authentication_failure,RETRY_NUDGE,0
pay_000709_a1,799,1,0.833,3,0,0.4888,0.6591,netbanking,temporary_bank_issue,WAIT,1
pay_000710_a2,799,2,0.833,3,0,0.4888,0.6591,netbanking,temporary_bank_issue,RETRY_NUDGE,1
pay_000711_a3,799,3,0.833,3,0,0.4888,0.6591,netbanking,temporary_bank_issue,WAIT,0
pay_000712_a4,799,4,0.833,3,0,0.4888,0.6591,netbanking,temporary_bank_issue,WAIT,0
pay_000713_a1,799,1,0.8,4,0,0.4888,0.6591,netbanking,insufficient_funds,RETRY_NUDGE,1
pay_000714_a2,799,2,0.8,4,0,0.4888,0.6591,netbanking,insufficient_funds,WAIT,1
pay_000715_a3,799,3,0.8,4,0,0.4888,0.6591,netbanking,insufficient_funds,WAIT,0
pay_000716_a1,799,1,0.762,5,1,0.4888,0.6591,netbanking,temporary_bank_issue,RETRY,1
pay_000717_a1,499,1,0.5,3,0,0.2102,0.5198,card,insufficient_funds,RETRY_NUDGE,0
pay_000718_a1,499,1,0.429,4,1,0.2102,0.5198,card,insufficient_funds,RETRY,0
pay_000719_a2,499,2,0.429,4,1,0.2102,0.5198,card,insufficient_funds,RETRY_NUDGE,1
pay_000720_a1,499,1,0.375,5,2,0.2102,0.5198,card,insufficient_funds,RETRY,0
pay_000721_a2,499,2,0.375,5,2,0.2102,0.5198,card,insufficient_funds,RETRY,0
pay_000722_a1,499,1,0.333,6,3,0.2102,0.5198,card,bank_decline,ESCALATE,1
pay_000723_a1,499,1,0.364,7,0,0.2102,0.5198,card,network_error,WAIT,1
pay_000724_a2,499,2,0.364,7,0,0.2102,0.5198,card,network_error,WAIT,0
pay_000725_a3,499,3,0.364,7,0,0.2102,0.5198,card,network_error,RETRY,0
pay_000726_a4,499,4,0.364,7,0,0.2102,0.5198,card,network_error,WAIT,0
pay_000727_a1,499,1,0.333,8,1,0.2102,0.5198,card,bank_decline,ESCALATE,0
pay_000728_a1,499,1,0.308,9,2,0.2102,0.5198,card,bank_decline,RETRY_NUDGE,0
pay_000729_a2,499,2,0.308,9,2,0.2102,0.5198,card,bank_decline,ESCALATE,0
pay_000730_a1,499,1,0.333,10,0,0.2102,0.5198,card,insufficient_funds,WAIT,0
pay_000731_a2,499,2,0.333,10,0,0.2102,0.5198,card,insufficient_funds,WAIT,0
pay_000732_a3,499,3,0.333,10,0,0.2102,0.5198,card,insufficient_funds,ESCALATE,0
pay_000733_a4,499,4,0.333,10,0,0.2102,0.5198,card,insufficient_funds,RETRY,0
pay_000734_a1,499,1,0.312,11,1,0.2102,0.5198,card,insufficient_funds,ESCALATE,0
pay_000735_a2,499,2,0.312,11,1,0.2102,0.5198,card,insufficient_funds,WAIT,0
pay_000736_a3,499,3,0.312,11,1,0.2102,0.5198,card,insufficient_funds,ESCALATE,0
pay_000737_a1,1999,1,1.0,0,0,0.505,0.7545,netbanking,authentication_failure,RETRY_NUDGE,1
pay_000738_a1,9999,1,0.429,4,0,0.9558,0.0777,card,network_error,RETRY_NUDGE,1
pay_000739_a2,9999,2,0.429,4,0,0.9558,0.0777,card,network_error,WAIT,1
pay_000740_a3,9999,3,0.429,4,0,0.9558,0.0777,card,network_error,WAIT,0
pay_000741_a1,9999,1,0.375,5,1,0.9558,0.0777,card,network_error,WAIT,0
pay_000742_a1,9999,1,0.333,6,2,0.9558,0.0777,card,network_error,ESCALATE,1
pay_000743_a2,9999,2,0.333,6,2,0.9558,0.0777,card,network_error,RETRY,0
pay_000744_a3,9999,3,0.333,6,2,0.9558,0.0777,card,network_error,WAIT,0
pay_000745_a4,9999,4,0.333,6,2,0.9558,0.0777,card,network_error,RETRY_NUDGE,1
pay_000746_a1,9999,1,0.3,7,3,0.9558,0.0777,card,bank_decline,WAIT,0
pay_000747_a2,9999,2,0.3,7,3,0.9558,0.0777,card,bank_decline,WAIT,0
pay_000748_a3,9999,3,0.3,7,3,0.9558,0.0777,card,bank_decline,RETRY_NUDGE,1
pay_000749_a1,9999,1,0.273,8,4,0.9558,0.0777,card,network_error,WAIT,0
pay_000750_a2,9999,2,0.273,8,4,0.9558,0.0777,card,network_error,ESCALATE,0
pay_000751_a3,9999,3,0.273,8,4,0.9558,0.0777,card,network_error,RETRY_NUDGE,0
pay_000752_a1,9999,1,0.25,9,5,0.9558,0.0777,card,insufficient_funds,RETRY,0
pay_000753_a1,9999,1,0.231,10,6,0.9558,0.0777,card,authentication_failure,RETRY_NUDGE,0
pay_000754_a2,9999,2,0.231,10,6,0.9558,0.0777,card,authentication_failure,ESCALATE,0
pay_000755_a1,9999,1,0.214,11,7,0.9558,0.0777,card,insufficient_funds,RETRY,0
pay_000756_a2,9999,2,0.214,11,7,0.9558,0.0777,card,insufficient_funds,RETRY,0
pay_000757_a1,9999,1,0.25,12,0,0.9558,0.0777,card,expired_card,WAIT,0
pay_000758_a1,9999,1,0.235,13,1,0.9558,0.0777,card,insufficient_funds,WAIT,0
pay_000759_a2,9999,2,0.235,13,1,0.9558,0.0777,card,insufficient_funds,WAIT,0
pay_000760_a3,9999,3,0.235,13,1,0.9558,0.0777,card,insufficient_funds,RETRY_NUDGE,0
pay_000761_a4,9999,4,0.235,13,1,0.9558,0.0777,card,insufficient_funds,ESCALATE,0
pay_000762_a1,1499,1,0.727,3,0,0.2723,0.9183,card,insufficient_funds,ESCALATE,0
pay_000763_a1,1499,1,0.667,4,1,0.2723,0.9183,card,insufficient_funds,WAIT,0
pay_000764_a1,1499,1,0.615,5,2,0.2723,0.9183,card,network_error,RETRY_NUDGE,0
pay_000765_a2,1499,2,0.615,5,2,0.2723,0.9183,card,network_error,RETRY,1
pay_000766_a3,1499,3,0.615,5,2,0.2723,0.9183,card,network_error,RETRY_NUDGE,0
pay_000767_a1,1499,1,0.571,6,3,0.2723,0.9183,card,authentication_failure,RETRY,0
pay_000768_a2,1499,2,0.571,6,3,0.2723,0.9183,card,authentication_failure,RETRY_NUDGE,0
pay_000769_a1,1499,1,0.533,7,4,0.2723,0.9183,card,authentication_failure,RETRY,0
pay_000770_a2,1499,2,0.533,7,4,0.2723,0.9183,card,authentication_failure,WAIT,0
pay_000771_a3,1499,3,0.533,7,4,0.2723,0.9183,card,authentication_failure,RETRY_NUDGE,0
pay_000772_a1,1499,1,0.5,8,5,0.2723,0.9183,card,bank_decline,RETRY,0
pay_000773_a2,1499,2,0.5,8,5,0.2723,0.9183,card,bank_decline,RETRY_NUDGE,0
pay_000774_a1,1499,1,0.471,9,6,0.2723,0.9183,card,temporary_bank_issue,WAIT,0
pay_000775_a1,1499,1,0.444,10,7,0.2723,0.9183,card,network_error,RETRY_NUDGE,1
pay_000776_a2,1499,2,0.444,10,7,0.2723,0.9183,card,network_error,RETRY_NUDGE,0
pay_000777_a3,1499,3,0.444,10,7,0.2723,0.9183,card,network_error,ESCALATE,0
pay_000778_a1,4999,1,0.583,5,0,0.5654,0.436,wallet,network_error,RETRY_NUDGE,1
pay_000779_a2,4999,2,0.583,5,0,0.5654,0.436,wallet,network_error,ESCALATE,0
pay_000780_a3,4999,3,0.583,5,0,0.5654,0.436,wallet,network_error,WAIT,0
pay_000781_a4,4999,4,0.583,5,0,0.5654,0.436,wallet,network_error,RETRY,1
pay_000782_a1,4999,1,0.538,6,1,0.5654,0.436,wallet,expired_card,RETRY,0
pay_000783_a1,4999,1,0.5,7,2,0.5654,0.436,wallet,bank_decline,RETRY,1
pay_000784_a2,4999,2,0.5,7,2,0.5654,0.436,wallet,bank_decline,RETRY_NUDGE,0
pay_000785_a3,4999,3,0.5,7,2,0.5654,0.436,wallet,bank_decline,RETRY,0
pay_000786_a4,4999,4,0.5,7,2,0.5654,0.436,wallet,bank_decline,RETRY,0
pay_000787_a1,4999,1,0.579,8,0,0.5654,0.436,wallet,bank_decline,RETRY_NUDGE,0
pay_000788_a2,4999,2,0.579,8,0,0.5654,0.436,wallet,bank_decline,RETRY_NUDGE,0
pay_000789_a3,4999,3,0.579,8,0,0.5654,0.436,wallet,bank_decline,ESCALATE,0
pay_000790_a4,4999,4,0.579,8,0,0.5654,0.436,wallet,bank_decline,RETRY,0
pay_000791_a1,4999,1,0.55,9,1,0.5654,0.436,wallet,temporary_bank_issue,ESCALATE,0
pay_000792_a2,4999,2,0.55,9,1,0.5654,0.436,wallet,temporary_bank_issue,WAIT,0
pay_000793_a1,999,1,0.556,4,0,0.3387,0.5336,card,expired_card,ESCALATE,0
pay_000794_a1,999,1,0.583,5,0,0.3387,0.5336,card,bank_decline,WAIT,0
pay_000795_a1,999,1,0.538,6,1,0.3387,0.5336,card,network_error,ESCALATE,0
pay_000796_a2,999,2,0.538,6,1,0.3387,0.5336,card,network_error,WAIT,0
pay_000797_a3,999,3,0.538,6,1,0.3387,0.5336,card,network_error,RETRY_NUDGE,0
pay_000798_a4,999,4,0.538,6,1,0.3387,0.5336,card,network_error,WAIT,0
pay_000799_a1,999,1,0.5,7,2,0.3387,0.5336,card,bank_decline,RETRY_NUDGE,1
pay_000800_a2,999,2,0.5,7,2,0.3387,0.5336,card,bank_decline,RETRY_NUDGE,0
pay_000801_a1,999,1,0.467,8,3,0.3387,0.5336,card,bank_decline,ESCALATE,0
pay_000802_a2,999,2,0.467,8,3,0.3387,0.5336,card,bank_decline,WAIT,0
pay_000803_a1,999,1,0.438,9,4,0.3387,0.5336,card,expired_card,RETRY,0
pay_000804_a2,999,2,0.438,9,4,0.3387,0.5336,card,expired_card,ESCALATE,0
pay_000805_a3,999,3,0.438,9,4,0.3387,0.5336,card,expired_card,ESCALATE,0
pay_000806_a4,999,4,0.438,9,4,0.3387,0.5336,card,expired_card,ESCALATE,0
pay_000807_a1,2999,1,0.125,7,0,0.4174,0.5488,card,authentication_failure,RETRY_NUDGE,0
pay_000808_a1,2999,1,0.111,8,1,0.4174,0.5488,card,bank_decline,RETRY_NUDGE,0
pay_000809_a1,2999,1,0.1,9,2,0.4174,0.5488,card,network_error,RETRY_NUDGE,0
pay_000810_a2,2999,2,0.1,9,2,0.4174,0.5488,card,network_error,RETRY_NUDGE,0
pay_000811_a3,2999,3,0.1,9,2,0.4174,0.5488,card,network_error,ESCALATE,0
pay_000812_a4,2999,4,0.1,9,2,0.4174,0.5488,card,network_error,ESCALATE,0
pay_000813_a1,2999,1,0.091,10,3,0.4174,0.5488,card,insufficient_funds,WAIT,0
pay_000814_a2,2999,2,0.091,10,3,0.4174,0.5488,card,insufficient_funds,RETRY_NUDGE,0
pay_000815_a3,2999,3,0.091,10,3,0.4174,0.5488,card,insufficient_funds,WAIT,0
pay_000816_a1,2999,1,0.083,11,4,0.4174,0.5488,card,network_error,RETRY,0
pay_000817_a1,2999,1,0.077,12,5,0.4174,0.5488,card,insufficient_funds,WAIT,0
pay_000818_a2,2999,2,0.077,12,5,0.4174,0.5488,card,insufficient_funds,RETRY_NUDGE,0
pay_000819_a3,2999,3,0.077,12,5,0.4174,0.5488,card,insufficient_funds,WAIT,0
pay_000820_a4,2999,4,0.077,12,5,0.4174,0.5488,card,insufficient_funds,WAIT,0
pay_000821_a1,2999,1,0.071,13,6,0.4174,0.5488,card,insufficient_funds,RETRY_NUDGE,0
pay_000822_a1,2999,1,0.125,14,0,0.4174,0.5488,card,authentication_failure,RETRY,0
pay_000823_a2,2999,2,0.125,14,0,0.4174,0.5488,card,authentication_failure,RETRY,0
pay_000824_a3,2999,3,0.125,14,0,0.4174,0.5488,card,authentication_failure,WAIT,0
pay_000825_a1,2999,1,0.118,15,1,0.4174,0.5488,card,temporary_bank_issue,WAIT,0
pay_000826_a1,2999,1,0.111,16,2,0.4174,0.5488,card,temporary_bank_issue,ESCALATE,0
pay_000827_a1,2999,1,0.105,17,3,0.4174,0.5488,card,insufficient_funds,RETRY_NUDGE,0
pay_000828_a1,2999,1,0.556,4,0,0.7141,0.5354,upi,expired_card,RETRY,1
pay_000829_a1,2999,1,0.5,5,1,0.7141,0.5354,upi,network_error,ESCALATE,0
pay_000830_a1,2999,1,0.455,6,2,0.7141,0.5354,upi,insufficient_funds,ESCALATE,0
pay_000831_a1,2999,1,0.417,7,3,0.7141,0.5354,upi,bank_decline,RETRY,1
pay_000832_a2,2999,2,0.417,7,3,0.7141,0.5354,upi,bank_decline,ESCALATE,0
pay_000833_a3,2999,3,0.417,7,3,0.7141,0.5354,upi,bank_decline,WAIT,1
pay_000834_a4,2999,4,0.417,7,3,0.7141,0.5354,upi,bank_decline,RETRY_NUDGE,0
pay_000835_a1,2999,1,0.467,8,0,0.7141,0.5354,upi,insufficient_funds,WAIT,0
pay_000836_a1,2999,1,0.438,9,1,0.7141,0.5354,upi,authentication_failure,RETRY_NUDGE,0
pay_000837_a2,2999,2,0.438,9,1,0.7141,0.5354,upi,authentication_failure,RETRY_NUDGE,0
pay_000838_a3,2999,3,0.438,9,1,0.7141,0.5354,upi,authentication_failure,RETRY,0
pay_000839_a1,2999,1,0.412,10,2,0.7141,0.5354,upi,network_error,WAIT,1
pay_000840_a1,2999,1,0.45,11,0,0.7141,0.5354,upi,bank_decline,RETRY,0
pay_000841_a2,2999,2,0.45,11,0,0.7141,0.5354,upi,bank_decline,RETRY,0
pay_000842_a3,2999,3,0.45,11,0,0.7141,0.5354,upi,bank_decline,ESCALATE,0
pay_000843_a4,2999,4,0.45,11,0,0.7141,0.5354,upi,bank_decline,RETRY,0
pay_000844_a1,1499,1,0.25,9,0,0.9318,1.0,upi,insufficient_funds,ESCALATE,0
pay_000845_a1,1499,1,0.231,10,1,0.9318,1.0,upi,bank_decline,RETRY,0
pay_000846_a1,1499,1,0.214,11,2,0.9318,1.0,upi,temporary_bank_issue,WAIT,1
pay_000847_a2,1499,2,0.214,11,2,0.9318,1.0,upi,temporary_bank_issue,WAIT,0
pay_000848_a1,1499,1,0.2,12,3,0.9318,1.0,upi,temporary_bank_issue,ESCALATE,0
pay_000849_a2,1499,2,0.2,12,3,0.9318,1.0,upi,temporary_bank_issue,ESCALATE,0
pay_000850_a1,1499,1,0.188,13,4,0.9318,1.0,upi,insufficient_funds,ESCALATE,0
pay_000851_a2,1499,2,0.188,13,4,0.9318,1.0,upi,insufficient_funds,RETRY,0
pay_000852_a1,1499,1,0.176,14,5,0.9318,1.0,upi,expired_card,RETRY,0
pay_000853_a2,1499,2,0.176,14,5,0.9318,1.0,upi,expired_card,ESCALATE,0
pay_000854_a1,1499,1,0.167,15,6,0.9318,1.0,upi,bank_decline,WAIT,0
pay_000855_a1,1499,1,0.158,16,7,0.9318,1.0,upi,expired_card,ESCALATE,0
pay_000856_a1,1499,1,0.15,17,8,0.9318,1.0,upi,authentication_failure,RETRY,0
pay_000857_a2,1499,2,0.15,17,8,0.9318,1.0,upi,authentication_failure,RETRY_NUDGE,0
pay_000858_a3,1499,3,0.15,17,8,0.9318,1.0,upi,authentication_failure,RETRY_NUDGE,0
pay_000859_a1,1499,1,0.143,18,9,0.9318,1.0,upi,insufficient_funds,WAIT,0
pay_000860_a1,1499,1,0.136,19,10,0.9318,1.0,upi,insufficient_funds,WAIT,0
pay_000861_a1,1499,1,0.13,20,11,0.9318,1.0,upi,insufficient_funds,RETRY_NUDGE,0
pay_000862_a1,1499,1,0.8,1,0,0.6288,0.0166,upi,network_error,RETRY_NUDGE,0
pay_000863_a1,1499,1,0.667,2,1,0.6288,0.0166,upi,bank_decline,ESCALATE,0
pay_000864_a2,1499,2,0.667,2,1,0.6288,0.0166,upi,bank_decline,ESCALATE,0
pay_000865_a1,1499,1,0.7,3,0,0.6288,0.0166,upi,insufficient_funds,WAIT,0
pay_000866_a2,1499,2,0.7,3,0,0.6288,0.0166,upi,insufficient_funds,WAIT,0
pay_000867_a1,1499,1,0.636,4,1,0.6288,0.0166,upi,bank_decline,RETRY,0
pay_000868_a1,1499,1,0.583,5,2,0.6288,0.0166,upi,insufficient_funds,RETRY_NUDGE,0
pay_000869_a2,1499,2,0.583,5,2,0.6288,0.0166,upi,insufficient_funds,RETRY_NUDGE,0
pay_000870_a1,1499,1,0.571,6,0,0.6288,0.0166,upi,insufficient_funds,RETRY,0
pay_000871_a2,1499,2,0.571,6,0,0.6288,0.0166,upi,insufficient_funds,RETRY_NUDGE,1
pay_000872_a3,1499,3,0.571,6,0,0.6288,0.0166,upi,insufficient_funds,ESCALATE,0
pay_000873_a4,1499,4,0.571,6,0,0.6288,0.0166,upi,insufficient_funds,RETRY,1
pay_000874_a1,1499,1,0.533,7,1,0.6288,0.0166,upi,network_error,RETRY_NUDGE,0
pay_000875_a2,1499,2,0.533,7,1,0.6288,0.0166,upi,network_error,WAIT,0
pay_000876_a3,1499,3,0.533,7,1,0.6288,0.0166,upi,network_error,RETRY,0
pay_000877_a4,1499,4,0.533,7,1,0.6288,0.0166,upi,network_error,RETRY_NUDGE,0
pay_000878_a1,1499,1,0.3,7,0,0.1647,0.1003,netbanking,expired_card,RETRY,0
pay_000879_a1,1499,1,0.467,8,0,0.1647,0.1003,netbanking,network_error,RETRY,0
pay_000880_a1,1499,1,0.438,9,1,0.1647,0.1003,netbanking,insufficient_funds,WAIT,0
pay_000881_a2,1499,2,0.438,9,1,0.1647,0.1003,netbanking,insufficient_funds,RETRY,0
pay_000882_a3,1499,3,0.438,9,1,0.1647,0.1003,netbanking,insufficient_funds,RETRY_NUDGE,0
pay_000883_a1,1499,1,0.412,10,2,0.1647,0.1003,netbanking,bank_decline,WAIT,0
pay_000884_a1,1499,1,0.389,11,3,0.1647,0.1003,netbanking,network_error,RETRY,0
pay_000885_a2,1499,2,0.389,11,3,0.1647,0.1003,netbanking,network_error,WAIT,0
pay_000886_a3,1499,3,0.389,11,3,0.1647,0.1003,netbanking,network_error,ESCALATE,0
pay_000887_a1,1499,1,0.368,12,4,0.1647,0.1003,netbanking,temporary_bank_issue,RETRY_NUDGE,0
pay_000888_a1,1499,1,0.35,13,5,0.1647,0.1003,netbanking,bank_decline,ESCALATE,0
pay_000889_a1,499,1,0.625,3,0,0.9955,0.4145,upi,insufficient_funds,RETRY,0
pay_000890_a1,499,1,0.556,4,1,0.9955,0.4145,upi,insufficient_funds,WAIT,0
pay_000891_a2,499,2,0.556,4,1,0.9955,0.4145,upi,insufficient_funds,RETRY_NUDGE,1
pay_000892_a3,499,3,0.556,4,1,0.9955,0.4145,upi,insufficient_funds,ESCALATE,0
pay_000893_a1,499,1,0.583,5,0,0.9955,0.4145,upi,insufficient_funds,RETRY_NUDGE,1
pay_000894_a2,499,2,0.583,5,0,0.9955,0.4145,upi,insufficient_funds,RETRY,1
pay_000895_a1,499,1,0.538,6,1,0.9955,0.4145,upi,network_error,RETRY_NUDGE,1
pay_000896_a2,499,2,0.538,6,1,0.9955,0.4145,upi,network_error,RETRY_NUDGE,1
pay_000897_a3,499,3,0.538,6,1,0.9955,0.4145,upi,network_error,WAIT,0
pay_000898_a1,499,1,0.533,7,0,0.9955,0.4145,upi,bank_decline,ESCALATE,1
pay_000899_a1,499,1,0.5,8,1,0.9955,0.4145,upi,expired_card,RETRY_NUDGE,0
pay_000900_a1,499,1,0.471,9,2,0.9955,0.4145,upi,network_error,WAIT,0
pay_000901_a1,1999,1,0.8,2,0,0.0,0.9872,wallet,insufficient_funds,RETRY_NUDGE,1
pay_000902_a2,1999,2,0.8,2,0,0.0,0.9872,wallet,insufficient_funds,RETRY,0
pay_000903_a3,1999,3,0.8,2,0,0.0,0.9872,wallet,insufficient_funds,WAIT,0
pay_000904_a4,1999,4,0.8,2,0,0.0,0.9872,wallet,insufficient_funds,ESCALATE,0
pay_000905_a1,1999,1,0.812,3,0,0.0,0.9872,wallet,expired_card,WAIT,0
pay_000906_a2,1999,2,0.812,3,0,0.0,0.9872,wallet,expired_card,RETRY_NUDGE,0
pay_000907_a3,1999,3,0.812,3,0,0.0,0.9872,wallet,expired_card,WAIT,0
pay_000908_a4,1999,4,0.812,3,0,0.0,0.9872,wallet,expired_card,RETRY,0
pay_000909_a1,1999,1,0.789,4,0,0.0,0.9872,wallet,network_error,ESCALATE,0
pay_000910_a2,1999,2,0.789,4,0,0.0,0.9872,wallet,network_error,RETRY_NUDGE,0
pay_000911_a3,1999,3,0.789,4,0,0.0,0.9872,wallet,network_error,RETRY,0
pay_000912_a4,1999,4,0.789,4,0,0.0,0.9872,wallet,network_error,RETRY_NUDGE,0
pay_000913_a1,999,1,1.0,0,0,0.3587,0.5391,card,bank_decline,WAIT,1
pay_000914_a2,999,2,1.0,0,0,0.3587,0.5391,card,bank_decline,RETRY,1
pay_000915_a1,799,1,0.1,9,0,0.0961,0.0,card,insufficient_funds,RETRY,0
pay_000916_a2,799,2,0.1,9,0,0.0961,0.0,card,insufficient_funds,WAIT,0
pay_000917_a1,799,1,0.091,10,1,0.0961,0.0,card,insufficient_funds,WAIT,0
pay_000918_a1,799,1,0.083,11,2,0.0961,0.0,card,bank_decline,RETRY,0
pay_000919_a1,799,1,0.077,12,3,0.0961,0.0,card,authentication_failure,RETRY,0
pay_000920_a2,799,2,0.077,12,3,0.0961,0.0,card,authentication_failure,ESCALATE,0
pay_000921_a1,799,1,0.071,13,4,0.0961,0.0,card,network_error,WAIT,0
pay_000922_a2,799,2,0.071,13,4,0.0961,0.0,card,network_error,RETRY,0
pay_000923_a1,799,1,0.067,14,5,0.0961,0.0,card,network_error,RETRY,0
pay_000924_a1,799,1,0.118,15,0,0.0961,0.0,card,insufficient_funds,WAIT,0
pay_000925_a1,799,1,0.111,16,1,0.0961,0.0,card,insufficient_funds,ESCALATE,0
pay_000926_a1,799,1,0.105,17,2,0.0961,0.0,card,insufficient_funds,RETRY,0
pay_000927_a1,799,1,0.1,18,3,0.0961,0.0,card,network_error,ESCALATE,0
pay_000928_a1,799,1,0.095,19,4,0.0961,0.0,card,temporary_bank_issue,RETRY_NUDGE,0
pay_000929_a2,799,2,0.095,19,4,0.0961,0.0,card,temporary_bank_issue,WAIT,0
pay_000930_a3,799,3,0.095,19,4,0.0961,0.0,card,temporary_bank_issue,ESCALATE,0
pay_000931_a1,999,1,0.636,4,0,0.4357,0.136,card,temporary_bank_issue,WAIT,0
pay_000932_a2,999,2,0.636,4,0,0.4357,0.136,card,temporary_bank_issue,RETRY_NUDGE,1
