payment_id,policy_name,chosen_action,amount,p_success_for_chosen_action,action_cost,expected_recovery,expected_net_value
pay_015437_a3,AlwaysRetryPolicy,RETRY,4999,0.2688,5.0,1343.7312,1338.7312
pay_015438_a4,AlwaysRetryPolicy,RETRY,4999,0.1289,5.0,644.3711,639.3711
pay_015439_a1,AlwaysRetryPolicy,RETRY,4999,0.5511,5.0,2754.9489,2749.9489
pay_015440_a1,AlwaysRetryPolicy,RETRY,4999,0.4102,5.0,2050.5898,2045.5898
pay_015441_a1,AlwaysRetryPolicy,RETRY,4999,0.3582,5.0,1790.6418,1785.6418
pay_015442_a1,AlwaysRetryPolicy,RETRY,4999,0.3502,5.0,1750.6498,1745.6498
pay_015443_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015444_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015445_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015446_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015447_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015448_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015449_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015450_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015451_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015452_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015453_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015454_a3,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015455_a4,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015456_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015457_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015458_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015459_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015460_a2,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015461_a3,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015462_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015463_a1,AlwaysRetryPolicy,RETRY,1999,0.01,5.0,19.99,14.99
pay_015464_a1,AlwaysRetryPolicy,RETRY,499,0.7899,5.0,394.1601,389.1601
pay_015465_a1,AlwaysRetryPolicy,RETRY,499,0.7531,5.0,375.7969,370.7969
pay_015466_a2,AlwaysRetryPolicy,RETRY,499,0.6477,5.0,323.2023,318.2023
pay_015467_a1,AlwaysRetryPolicy,RETRY,499,0.8402,5.0,419.2598,414.2598
pay_015468_a1,AlwaysRetryPolicy,RETRY,499,0.6358,5.0,317.2642,312.2642
pay_015469_a1,AlwaysRetryPolicy,RETRY,499,0.8038,5.0,401.0962,396.0962
pay_015470_a2,AlwaysRetryPolicy,RETRY,499,0.7655,5.0,381.9845,376.9845
pay_015471_a3,AlwaysRetryPolicy,RETRY,499,0.7096,5.0,354.0904,349.0904
pay_015472_a1,AlwaysRetryPolicy,RETRY,1499,0.4885,5.0,732.2615,727.2615
pay_015473_a1,AlwaysRetryPolicy,RETRY,1499,0.5221,5.0,782.6279,777.6279
pay_015474_a2,AlwaysRetryPolicy,RETRY,1499,0.5082,5.0,761.7918,756.7918
pay_015475_a3,AlwaysRetryPolicy,RETRY,1499,0.3917,5.0,587.1583,582.1583
pay_015476_a1,AlwaysRetryPolicy,RETRY,1499,0.5987,5.0,897.4513,892.4513
pay_015477_a2,AlwaysRetryPolicy,RETRY,1499,0.5313,5.0,796.4187,791.4187
pay_015478_a3,AlwaysRetryPolicy,RETRY,1499,0.4335,5.0,649.8165,644.8165
pay_015479_a4,AlwaysRetryPolicy,RETRY,1499,0.3829,5.0,573.9671,568.9671
pay_015480_a1,AlwaysRetryPolicy,RETRY,1499,0.495,5.0,742.005,737.005
pay_015481_a2,AlwaysRetryPolicy,RETRY,1499,0.339,5.0,508.161,503.161
pay_015482_a1,AlwaysRetryPolicy,RETRY,1499,0.4427,5.0,663.6073,658.6073
pay_015483_a2,AlwaysRetryPolicy,RETRY,1499,0.4174,5.0,625.6826,620.6826
pay_015484_a3,AlwaysRetryPolicy,RETRY,1499,0.3121,5.0,467.8379,462.8379
pay_015485_a1,AlwaysRetryPolicy,RETRY,1999,0.3765,5.0,752.6235,747.6235
pay_015486_a2,AlwaysRetryPolicy,RETRY,1999,0.3933,5.0,786.2067,781.2067
pay_015487_a1,AlwaysRetryPolicy,RETRY,1999,0.4722,5.0,943.9278,938.9278
pay_015488_a2,AlwaysRetryPolicy,RETRY,1999,0.4246,5.0,848.7754,843.7754
pay_015489_a1,AlwaysRetryPolicy,RETRY,1999,0.417,5.0,833.583,828.583
pay_015490_a2,AlwaysRetryPolicy,RETRY,1999,0.3824,5.0,764.4176,759.4176
pay_015491_a3,AlwaysRetryPolicy,RETRY,1999,0.2432,5.0,486.1568,481.1568
pay_015492_a1,AlwaysRetryPolicy,RETRY,1999,0.404,5.0,807.596,802.596
pay_015493_a1,AlwaysRetryPolicy,RETRY,1999,0.4095,5.0,818.5905,813.5905
pay_015494_a2,AlwaysRetryPolicy,RETRY,1999,0.3092,5.0,618.0908,613.0908
pay_015495_a1,AlwaysRetryPolicy,RETRY,1999,0.3423,5.0,684.2577,679.2577
pay_015496_a1,AlwaysRetryPolicy,RETRY,1999,0.3731,5.0,745.8269,740.8269
pay_015497_a1,AlwaysRetryPolicy,RETRY,1999,0.283,5.0,565.717,560.717
pay_015498_a1,AlwaysRetryPolicy,RETRY,499,0.609,5.0,303.891,298.891
pay_015499_a2,AlwaysRetryPolicy,RETRY,499,0.5307,5.0,264.8193,259.8193
pay_015500_a1,AlwaysRetryPolicy,RETRY,499,0.5024,5.0,250.6976,245.6976
pay_015501_a2,AlwaysRetryPolicy,RETRY,499,0.4962,5.0,247.6038,242.6038
pay_015502_a3,AlwaysRetryPolicy,RETRY,499,0.3884,5.0,193.8116,188.8116
pay_015503_a4,AlwaysRetryPolicy,RETRY,499,0.3217,5.0,160.5283,155.5283
pay_015504_a1,AlwaysRetryPolicy,RETRY,499,0.4358,5.0,217.4642,212.4642
pay_015505_a1,AlwaysRetryPolicy,RETRY,999,0.4383,5.0,437.8617,432.8617
pay_015506_a1,AlwaysRetryPolicy,RETRY,999,0.405,5.0,404.595,399.595
pay_015507_a1,AlwaysRetryPolicy,RETRY,1499,0.8985,5.0,1346.8515,1341.8515
pay_015508_a2,AlwaysRetryPolicy,RETRY,1499,0.8445,5.0,1265.9055,1260.9055
pay_015509_a3,AlwaysRetryPolicy,RETRY,1499,0.8071,5.0,1209.8429,1204.8429
pay_015510_a4,AlwaysRetryPolicy,RETRY,1499,0.6287,5.0,942.4213,937.4213
pay_015511_a1,AlwaysRetryPolicy,RETRY,1499,0.8885,5.0,1331.8615,1326.8615
pay_015512_a1,AlwaysRetryPolicy,RETRY,1499,0.9431,5.0,1413.7069,1408.7069
pay_015513_a1,AlwaysRetryPolicy,RETRY,1499,0.6022,5.0,902.6978,897.6978
pay_015514_a2,AlwaysRetryPolicy,RETRY,1499,0.493,5.0,739.007,734.007
pay_015515_a1,AlwaysRetryPolicy,RETRY,799,0.7676,5.0,613.3124,608.3124
pay_015516_a1,AlwaysRetryPolicy,RETRY,2999,0.5469,5.0,1640.1531,1635.1531
pay_015517_a2,AlwaysRetryPolicy,RETRY,2999,0.5377,5.0,1612.5623,1607.5623
pay_015518_a1,AlwaysRetryPolicy,RETRY,2999,0.4833,5.0,1449.4167,1444.4167
pay_015519_a2,AlwaysRetryPolicy,RETRY,2999,0.3821,5.0,1145.9179,1140.9179
pay_015520_a1,AlwaysRetryPolicy,RETRY,2999,0.4805,5.0,1441.0195,1436.0195
pay_015521_a2,AlwaysRetryPolicy,RETRY,2999,0.4781,5.0,1433.8219,1428.8219
pay_015522_a1,AlwaysRetryPolicy,RETRY,2999,0.5795,5.0,1737.9205,1732.9205
pay_015523_a2,AlwaysRetryPolicy,RETRY,2999,0.4799,5.0,1439.2201,1434.2201
pay_015524_a1,AlwaysRetryPolicy,RETRY,2999,0.4998,5.0,1498.9002,1493.9002
pay_015525_a2,AlwaysRetryPolicy,RETRY,2999,0.3822,5.0,1146.2178,1141.2178
pay_015526_a3,AlwaysRetryPolicy,RETRY,2999,0.2902,5.0,870.3098,865.3098
pay_015527_a1,AlwaysRetryPolicy,RETRY,4999,0.697,5.0,3484.303,3479.303
pay_015528_a2,AlwaysRetryPolicy,RETRY,4999,0.6728,5.0,3363.3272,3358.3272
pay_015529_a1,AlwaysRetryPolicy,RETRY,4999,0.5859,5.0,2928.9141,2923.9141
pay_015530_a1,AlwaysRetryPolicy,RETRY,4999,0.797,5.0,3984.203,3979.203
pay_015531_a1,AlwaysRetryPolicy,RETRY,4999,0.8429,5.0,4213.6571,4208.6571
pay_015532_a1,AlwaysRetryPolicy,RETRY,4999,0.7633,5.0,3815.7367,3810.7367
pay_015533_a1,AlwaysRetryPolicy,RETRY,499,0.1533,5.0,76.4967,71.4967
pay_015534_a2,AlwaysRetryPolicy,RETRY,499,0.0349,5.0,17.4151,12.4151
pay_015535_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015536_a4,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015537_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015538_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015539_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015540_a1,AlwaysRetryPolicy,RETRY,499,0.0324,5.0,16.1676,11.1676
pay_015541_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015542_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015543_a4,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015544_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015545_a1,AlwaysRetryPolicy,RETRY,1999,0.4019,5.0,803.3981,798.3981
pay_015546_a2,AlwaysRetryPolicy,RETRY,1999,0.2835,5.0,566.7165,561.7165
pay_015547_a1,AlwaysRetryPolicy,RETRY,1999,0.1758,5.0,351.4242,346.4242
pay_015548_a2,AlwaysRetryPolicy,RETRY,1999,0.1468,5.0,293.4532,288.4532
pay_015549_a1,AlwaysRetryPolicy,RETRY,1999,0.2167,5.0,433.1833,428.1833
pay_015550_a1,AlwaysRetryPolicy,RETRY,1999,0.0785,5.0,156.9215,151.9215
pay_015551_a2,AlwaysRetryPolicy,RETRY,1999,0.0403,5.0,80.5597,75.5597
pay_015552_a1,AlwaysRetryPolicy,RETRY,1999,0.5033,5.0,1006.0967,1001.0967
pay_015553_a2,AlwaysRetryPolicy,RETRY,1999,0.4213,5.0,842.1787,837.1787
pay_015554_a3,AlwaysRetryPolicy,RETRY,1999,0.3872,5.0,774.0128,769.0128
pay_015555_a4,AlwaysRetryPolicy,RETRY,1999,0.2792,5.0,558.1208,553.1208
pay_015556_a1,AlwaysRetryPolicy,RETRY,1999,0.5795,5.0,1158.4205,1153.4205
pay_015557_a2,AlwaysRetryPolicy,RETRY,1999,0.4352,5.0,869.9648,864.9648
pay_015558_a3,AlwaysRetryPolicy,RETRY,1999,0.4146,5.0,828.7854,823.7854
pay_015559_a4,AlwaysRetryPolicy,RETRY,1999,0.2465,5.0,492.7535,487.7535
pay_015560_a1,AlwaysRetryPolicy,RETRY,1999,0.6677,5.0,1334.7323,1329.7323
pay_015561_a2,AlwaysRetryPolicy,RETRY,1999,0.5232,5.0,1045.8768,1040.8768
pay_015562_a3,AlwaysRetryPolicy,RETRY,1999,0.511,5.0,1021.489,1016.489
pay_015563_a1,AlwaysRetryPolicy,RETRY,1999,0.4804,5.0,960.3196,955.3196
pay_015564_a2,AlwaysRetryPolicy,RETRY,1999,0.3987,5.0,797.0013,792.0013
pay_015565_a1,AlwaysRetryPolicy,RETRY,1999,0.5957,5.0,1190.8043,1185.8043
pay_015566_a1,AlwaysRetryPolicy,RETRY,1999,0.4162,5.0,831.9838,826.9838
pay_015567_a2,AlwaysRetryPolicy,RETRY,1999,0.3274,5.0,654.4726,649.4726
pay_015568_a3,AlwaysRetryPolicy,RETRY,1999,0.3036,5.0,606.8964,601.8964
pay_015569_a4,AlwaysRetryPolicy,RETRY,1999,0.1896,5.0,379.0104,374.0104
pay_015570_a1,AlwaysRetryPolicy,RETRY,799,0.1242,5.0,99.2358,94.2358
pay_015571_a1,AlwaysRetryPolicy,RETRY,799,0.0987,5.0,78.8613,73.8613
pay_015572_a2,AlwaysRetryPolicy,RETRY,799,0.0708,5.0,56.5692,51.5692
pay_015573_a1,AlwaysRetryPolicy,RETRY,799,0.0754,5.0,60.2446,55.2446
pay_015574_a2,AlwaysRetryPolicy,RETRY,799,0.0154,5.0,12.3046,7.3046
pay_015575_a3,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015576_a4,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015577_a1,AlwaysRetryPolicy,RETRY,799,0.1836,5.0,146.6964,141.6964
pay_015578_a1,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015579_a1,AlwaysRetryPolicy,RETRY,799,0.0145,5.0,11.5855,6.5855
pay_015580_a2,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015581_a1,AlwaysRetryPolicy,RETRY,799,0.0318,5.0,25.4082,20.4082
pay_015582_a2,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015583_a3,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015584_a4,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015585_a1,AlwaysRetryPolicy,RETRY,799,0.1792,5.0,143.1808,138.1808
pay_015586_a2,AlwaysRetryPolicy,RETRY,799,0.0764,5.0,61.0436,56.0436
pay_015587_a3,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015588_a1,AlwaysRetryPolicy,RETRY,799,0.0875,5.0,69.9125,64.9125
pay_015589_a2,AlwaysRetryPolicy,RETRY,799,0.055,5.0,43.945,38.945
pay_015590_a3,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015591_a4,AlwaysRetryPolicy,RETRY,799,0.01,5.0,7.99,2.99
pay_015592_a1,AlwaysRetryPolicy,RETRY,799,0.0721,5.0,57.6079,52.6079
pay_015593_a2,AlwaysRetryPolicy,RETRY,799,0.0879,5.0,70.2321,65.2321
pay_015594_a1,AlwaysRetryPolicy,RETRY,799,0.0493,5.0,39.3907,34.3907
pay_015595_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015596_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015597_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015598_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015599_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015600_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015601_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015602_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015603_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015604_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015605_a4,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015606_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015607_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015608_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015609_a4,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015610_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015611_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015612_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015613_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015614_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015615_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015616_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015617_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015618_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015619_a4,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015620_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015621_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015622_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015623_a3,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015624_a1,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015625_a2,AlwaysRetryPolicy,RETRY,499,0.01,5.0,4.99,-0.01
pay_015626_a1,AlwaysRetryPolicy,RETRY,1499,0.6469,5.0,969.7031,964.7031
pay_015627_a1,AlwaysRetryPolicy,RETRY,1499,0.7211,5.0,1080.9289,1075.9289
pay_015628_a1,AlwaysRetryPolicy,RETRY,1499,0.7015,5.0,1051.5485,1046.5485
pay_015629_a2,AlwaysRetryPolicy,RETRY,1499,0.6727,5.0,1008.3773,1003.3773
pay_015630_a1,AlwaysRetryPolicy,RETRY,1499,0.6108,5.0,915.5892,910.5892
pay_015631_a2,AlwaysRetryPolicy,RETRY,1499,0.585,5.0,876.915,871.915
pay_015632_a1,AlwaysRetryPolicy,RETRY,1499,0.5981,5.0,896.5519,891.5519
pay_015633_a2,AlwaysRetryPolicy,RETRY,1499,0.6412,5.0,961.1588,956.1588
pay_015634_a3,AlwaysRetryPolicy,RETRY,1499,0.4692,5.0,703.3308,698.3308
pay_015635_a1,AlwaysRetryPolicy,RETRY,1499,0.5534,5.0,829.5466,824.5466
pay_015636_a2,AlwaysRetryPolicy,RETRY,1499,0.5286,5.0,792.3714,787.3714
pay_015637_a1,AlwaysRetryPolicy,RETRY,1499,0.601,5.0,900.899,895.899
pay_015638_a1,AlwaysRetryPolicy,RETRY,499,0.5588,5.0,278.8412,273.8412
pay_015639_a2,AlwaysRetryPolicy,RETRY,499,0.4447,5.0,221.9053,216.9053
pay_015640_a1,AlwaysRetryPolicy,RETRY,499,0.4938,5.0,246.4062,241.4062
pay_015641_a1,AlwaysRetryPolicy,RETRY,499,0.4345,5.0,216.8155,211.8155
pay_015642_a1,AlwaysRetryPolicy,RETRY,499,0.4939,5.0,246.4561,241.4561
pay_015643_a2,AlwaysRetryPolicy,RETRY,499,0.4379,5.0,218.5121,213.5121
pay_015644_a3,AlwaysRetryPolicy,RETRY,499,0.3919,5.0,195.5581,190.5581
pay_015645_a4,AlwaysRetryPolicy,RETRY,499,0.2988,5.0,149.1012,144.1012
pay_015646_a1,AlwaysRetryPolicy,RETRY,499,0.5035,5.0,251.2465,246.2465
pay_015647_a2,AlwaysRetryPolicy,RETRY,499,0.4131,5.0,206.1369,201.1369
pay_015648_a3,AlwaysRetryPolicy,RETRY,499,0.3511,5.0,175.1989,170.1989
pay_015649_a4,AlwaysRetryPolicy,RETRY,499,0.2804,5.0,139.9196,134.9196
pay_015650_a1,AlwaysRetryPolicy,RETRY,499,0.5697,5.0,284.2803,279.2803
pay_015651_a2,AlwaysRetryPolicy,RETRY,499,0.4229,5.0,211.0271,206.0271
pay_015652_a3,AlwaysRetryPolicy,RETRY,499,0.4262,5.0,212.6738,207.6738
pay_015653_a1,AlwaysRetryPolicy,RETRY,499,0.3345,5.0,166.9155,161.9155
pay_015654_a2,AlwaysRetryPolicy,RETRY,499,0.3264,5.0,162.8736,157.8736
pay_015655_a3,AlwaysRetryPolicy,RETRY,499,0.2961,5.0,147.7539,142.7539
pay_015656_a1,AlwaysRetryPolicy,RETRY,499,0.486,5.0,242.514,237.514
pay_015657_a2,AlwaysRetryPolicy,RETRY,499,0.4619,5.0,230.4881,225.4881
pay_015658_a3,AlwaysRetryPolicy,RETRY,499,0.391,5.0,195.109,190.109
pay_015659_a1,AlwaysRetryPolicy,RETRY,999,0.8338,5.0,832.9662,827.9662
pay_015660_a2,AlwaysRetryPolicy,RETRY,999,0.7798,5.0,779.0202,774.0202
pay_015661_a1,AlwaysRetryPolicy,RETRY,999,0.7991,5.0,798.3009,793.3009
pay_015662_a2,AlwaysRetryPolicy,RETRY,999,0.7417,5.0,740.9583,735.9583
pay_015663_a3,AlwaysRetryPolicy,RETRY,999,0.6627,5.0,662.0373,657.0373
pay_015664_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015665_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015666_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015667_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015668_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015669_a3,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015670_a4,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015671_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015672_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015673_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015674_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015675_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015676_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015677_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015678_a3,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015679_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015680_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015681_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015682_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015683_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015684_a3,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015685_a4,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015686_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015687_a2,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015688_a1,AlwaysRetryPolicy,RETRY,1499,0.01,5.0,14.99,9.99
pay_015689_a1,AlwaysRetryPolicy,RETRY,999,0.8582,5.0,857.3418,852.3418
pay_015690_a2,AlwaysRetryPolicy,RETRY,999,0.7617,5.0,760.9383,755.9383
pay_015691_a1,AlwaysRetryPolicy,RETRY,999,0.6791,5.0,678.4209,673.4209
pay_015692_a2,AlwaysRetryPolicy,RETRY,999,0.6977,5.0,697.0023,692.0023
pay_015693_a1,AlwaysRetryPolicy,RETRY,999,0.7689,5.0,768.1311,763.1311
pay_015694_a1,AlwaysRetryPolicy,RETRY,999,0.6926,5.0,691.9074,686.9074
pay_015695_a2,AlwaysRetryPolicy,RETRY,999,0.6138,5.0,613.1862,608.1862
pay_015696_a1,AlwaysRetryPolicy,RETRY,999,0.6406,5.0,639.9594,634.9594
pay_015697_a2,AlwaysRetryPolicy,RETRY,999,0.5456,5.0,545.0544,540.0544
pay_015698_a3,AlwaysRetryPolicy,RETRY,999,0.4928,5.0,492.3072,487.3072
pay_015699_a4,AlwaysRetryPolicy,RETRY,999,0.4282,5.0,427.7718,422.7718
pay_015700_a1,AlwaysRetryPolicy,RETRY,999,0.4648,5.0,464.3352,459.3352
pay_015701_a1,AlwaysRetryPolicy,RETRY,999,0.4111,5.0,410.6889,405.6889
pay_015702_a1,AlwaysRetryPolicy,RETRY,999,0.4176,5.0,417.1824,412.1824
pay_015703_a1,AlwaysRetryPolicy,RETRY,999,0.4074,5.0,406.9926,401.9926
pay_015704_a2,AlwaysRetryPolicy,RETRY,999,0.3628,5.0,362.4372,357.4372
pay_015705_a3,AlwaysRetryPolicy,RETRY,999,0.2427,5.0,242.4573,237.4573
pay_015706_a4,AlwaysRetryPolicy,RETRY,999,0.1821,5.0,181.9179,176.9179
pay_015707_a1,AlwaysRetryPolicy,RETRY,999,0.2281,5.0,227.8719,222.8719
pay_015708_a1,AlwaysRetryPolicy,RETRY,999,0.0573,5.0,57.2427,52.2427
pay_015709_a2,AlwaysRetryPolicy,RETRY,999,0.0373,5.0,37.2627,32.2627
pay_015710_a1,AlwaysRetryPolicy,RETRY,999,0.0145,5.0,14.4855,9.4855
pay_015711_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015712_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015713_a2,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015714_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015715_a2,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015716_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015717_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015718_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015719_a2,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015720_a3,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015721_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015722_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015723_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015724_a2,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015725_a3,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015726_a1,AlwaysRetryPolicy,RETRY,999,0.01,5.0,9.99,4.99
pay_015727_a1,AlwaysRetryPolicy,RETRY,4999,0.2823,5.0,1411.2177,1406.2177
pay_015728_a1,AlwaysRetryPolicy,RETRY,4999,0.3389,5.0,1694.1611,1689.1611
pay_015729_a2,AlwaysRetryPolicy,RETRY,4999,0.2784,5.0,1391.7216,1386.7216
